n, q, tp, g, app, MOS, stdev, Queue, SU
30, 5B,50,1, hostFDO,2.47304863822026,0.3265863290366844,3369752.0,0.9995427333333334
30, 5B,60,1, hostVID,2.9068180102417114,0.2795202480275087,2026648.0,0.9994523650793652
30, 5B,60,1, hostLVD,3.139983972074456,0.2348898059574572,3285808.0,0.9883923614163614
30, 5B,60,1, hostFDO,2.787303273550679,0.2854316321347505,4041304.0,0.9995331726190476
30, 5B,70,1, hostVID,3.055797875051788,0.3076938324422689,2362424.0,0.9994235731292516
30, 5B,70,1, hostLVD,3.2998863316439606,0.1770264808553781,3825448.0,0.9872614683411828
30, 5B,70,1, hostFDO,3.078865635586625,0.2897893573401921,4712856.0,0.9995218205782314
30, 5B,80,1, hostVID,3.326513617725025,0.2379628722301442,2698200.0,0.99940740625
30, 5B,80,1, hostLVD,3.3303954711692225,0.1919400927611228,4377080.0,0.9891998905677656
30, 5B,80,1, hostFDO,3.3387764864401297,0.3479543420759877,5384408.0,0.999510957217262
30, 5B,90,1, hostVID,3.548628695045968,0.1981290998462377,3033976.0,0.9993986633597884
30, 5B,90,1, hostLVD,3.446579201185425,0.1642847201192143,4916720.0,0.9872150736670736
30, 5B,90,1, hostFDO,3.5518080853816123,0.2817561886394938,6055960.0,0.9995027298280424
30, 5B,100,1, hostVID,3.718878848920677,0.2017733957327196,3369752.0,0.9993909738095236
30, 5B,100,1, hostLVD,3.5453401919916083,0.2038295184085727,5468352.0,0.9887882963369964
30, 5B,100,1, hostFDO,3.7247955812048015,0.2529345401251991,6727512.0,0.9994964264880952
30, 5B,110,1, hostVID,3.8015103054447006,0.1952674431996222,3705528.0,0.999384159090909
30, 5B,110,1, hostLVD,3.610933733745621,0.1801450102226532,6007992.0,0.9848450922410922
30, 5B,110,1, hostFDO,3.8378506394335767,0.2181790427237097,7399064.0,0.9994880992965368
30, 5B,120,1, hostVID,3.87252787966438,0.1613184744963381,4041304.0,0.9993699995039684
30, 5B,120,1, hostLVD,3.7092870494149337,0.2266214564344766,6559624.0,0.984995253968254
30, 5B,120,1, hostFDO,3.958051510446815,0.1630336356925263,8070616.0,0.9994811118551588
30, 5B,130,1, hostVID,3.846024808035672,0.2524372452799261,4377080.0,0.9993623553113552
30, 5B,130,1, hostLVD,3.687969392142501,0.2653342683435276,7099264.0,0.9805377092138632
30, 5B,130,1, hostFDO,4.071490146840335,0.1277036840095399,8742168.0,0.9994738644688644
30, 5B,140,1, hostVID,3.885107895166247,0.2306676320763981,4712856.0,0.9993702517006804
30, 5B,140,1, hostLVD,3.7729449948369775,0.4242291013344483,7650896.0,0.970959799581371
30, 5B,140,1, hostFDO,4.166204001453696,0.1573548501104488,9413720.0,0.9994652765731292
30, 5B,150,1, hostVID,3.947763689898853,0.2155556432404892,5048632.0,0.9993636849206348
30, 5B,150,1, hostLVD,3.78479511848176,0.2491308658265774,8190536.0,0.9150657667887668
30, 5B,150,1, hostFDO,4.264873595047617,0.1390058445355651,10085272.0,0.9994574803571428
30, 10B,50,1, hostVID,2.5932948753517566,0.2981888590416043,3369752.0,0.9994689785714284
30, 10B,50,1, hostLVD,3.134734893063321,0.1910335516372559,5468352.0,0.9896961509157508
30, 10B,50,1, hostFDO,2.5222398665337624,0.4779526592423219,6727512.0,0.9995427303571428
30, 10B,60,1, hostVID,2.866106741016217,0.3111286933828724,4041304.0,0.999452492063492
30, 10B,60,1, hostLVD,3.3092791016383565,0.1580122473729245,6559624.0,0.9904536538461538
30, 10B,60,1, hostFDO,2.85897256780907,0.3222528099369067,8070616.0,0.9995331537698412
30, 10B,70,1, hostVID,2.9345929521885634,0.2717759660382274,4712856.0,0.9994240263605442
30, 10B,70,1, hostLVD,3.3889132396395434,0.1645983512866756,7650896.0,0.9834145803244374
30, 10B,70,1, hostFDO,3.103436598075944,0.344077161129607,9413720.0,0.99952187457483
30, 10B,80,1, hostVID,3.1125037701844893,0.2859620269028058,5384408.0,0.9994075126488094
30, 10B,80,1, hostLVD,3.556320486880196,0.1726114336172361,8742168.0,0.9803893603479852
30, 10B,80,1, hostFDO,3.338666996474155,0.3124008628164073,10756824.0,0.9995109810267856
30, 10B,90,1, hostVID,3.3397518370934227,0.3283482856540514,6055960.0,0.9993981005291004
30, 10B,90,1, hostLVD,3.522302323740508,0.3115338885218702,9833440.0,0.9822307863247864
30, 10B,90,1, hostFDO,3.5518080853816123,0.2817561886394938,12099928.0,0.9995027298280424
30, 10B,100,1, hostVID,3.4163812609752973,0.3180896379268589,6727512.0,0.9993907226190476
30, 10B,100,1, hostLVD,3.6183465270045216,0.1922517159631392,10924712.0,0.985177384981685
30, 10B,100,1, hostFDO,3.7247955812048015,0.2529345401251991,13443032.0,0.9994964264880952
30, 10B,110,1, hostVID,3.4473080426688227,0.2786995163468715,7399064.0,0.9993848955627708
30, 10B,110,1, hostLVD,3.610933733745621,0.1801450102226532,12015984.0,0.9848450922410922
30, 10B,110,1, hostFDO,3.8378506394335767,0.2181790427237097,14786136.0,0.9994880992965368
30, 10B,120,1, hostVID,3.7064314018710416,0.2187302931666111,8070616.0,0.9993796746031746
30, 10B,120,1, hostLVD,3.7092870494149337,0.2266214564344766,13107256.0,0.984995253968254
30, 10B,120,1, hostFDO,3.958051510446815,0.1630336356925263,16129240.0,0.9994811118551588
30, 10B,130,1, hostVID,3.775034092457765,0.242005900595074,8742168.0,0.9993750077838828
30, 10B,130,1, hostLVD,3.687969392142501,0.2653342683435276,14198528.0,0.9805377092138632
30, 10B,130,1, hostFDO,4.071490146840335,0.1277036840095399,17472344.0,0.9994738644688644
30, 10B,140,1, hostVID,3.819451514992751,0.2139496869354276,9413720.0,0.999370043792517
30, 10B,140,1, hostLVD,3.7729449948369775,0.4242291013344483,15289800.0,0.970959799581371
30, 10B,140,1, hostFDO,4.166204001453696,0.1573548501104488,18827440.0,0.9994652765731292
30, 10B,150,1, hostVID,3.822992715575007,0.2355696331020441,10085272.0,0.9993638365079366
30, 10B,150,1, hostLVD,3.78479511848176,0.2491308658265774,16381072.0,0.9150657667887668
30, 10B,150,1, hostFDO,4.264873595047617,0.1390058445355651,20170544.0,0.9994574803571428
30, R,50,1, hostVID,2.3037816527355104,0.3173814909190719,52429024.0,0.999468625
30, R,50,1, hostLVD,3.122316344336585,0.2223723454896488,52429024.0,0.9875847413919412
30, R,50,1, hostFDO,2.5222398665337624,0.4779526592423219,52429024.0,0.9995427303571428
30, R,60,1, hostVID,2.683877075940815,0.3085813698417005,52429024.0,0.999452884920635
30, R,60,1, hostLVD,3.3092791016383565,0.1580122473729245,52429024.0,0.9904536538461538
30, R,60,1, hostFDO,2.85897256780907,0.3222528099369067,52429024.0,0.9995331537698412
30, R,70,1, hostVID,2.9268712324599933,0.2630365084688594,52429024.0,0.9994236267006804
30, R,70,1, hostLVD,3.3889132396395434,0.1645983512866756,52429024.0,0.9834145803244374
30, R,70,1, hostFDO,3.103436598075944,0.344077161129607,52429024.0,0.99952187457483
30, R,80,1, hostVID,3.0526572043551203,0.2880305275812747,52429024.0,0.9994076428571428
30, R,80,1, hostLVD,3.556320486880196,0.1726114336172361,52429024.0,0.9803893603479852
30, R,80,1, hostFDO,3.338666996474155,0.3124008628164073,52429024.0,0.9995109810267856
30, R,90,1, hostVID,3.3397518370934227,0.3283482856540514,52429024.0,0.9993981005291004
30, R,90,1, hostLVD,3.522302323740508,0.3115338885218702,52429024.0,0.9822307863247864
30, R,90,1, hostFDO,3.5518080853816123,0.2817561886394938,52429024.0,0.9995027298280424
30, R,100,1, hostVID,3.4163812609752973,0.3180896379268589,52429024.0,0.9993907226190476
30, R,100,1, hostLVD,3.6183465270045216,0.1922517159631392,52429024.0,0.985177384981685
30, R,100,1, hostFDO,3.7247955812048015,0.2529345401251991,52429024.0,0.9994964264880952
30, R,110,1, hostVID,3.4473080426688227,0.2786995163468715,52429024.0,0.9993848955627708
30, R,110,1, hostLVD,3.610933733745621,0.1801450102226532,52429024.0,0.9848450922410922
30, R,110,1, hostFDO,3.8378506394335767,0.2181790427237097,52429024.0,0.9994880992965368
30, R,120,1, hostVID,3.7064314018710416,0.2187302931666111,52429024.0,0.9993796746031746
30, R,120,1, hostLVD,3.7092870494149337,0.2266214564344766,52429024.0,0.984995253968254
30, R,120,1, hostFDO,3.958051510446815,0.1630336356925263,52429024.0,0.9994811118551588
30, R,130,1, hostVID,3.775034092457765,0.242005900595074,52429024.0,0.9993750077838828
30, R,130,1, hostLVD,3.687969392142501,0.2653342683435276,52429024.0,0.9805377092138632
30, R,130,1, hostFDO,4.071490146840335,0.1277036840095399,52429024.0,0.9994738644688644
30, R,140,1, hostVID,3.819451514992751,0.2139496869354276,52429024.0,0.999370043792517
30, R,140,1, hostLVD,3.7729449948369775,0.4242291013344483,52429024.0,0.970959799581371
30, R,140,1, hostFDO,4.166204001453696,0.1573548501104488,52429024.0,0.9994652765731292
30, R,150,1, hostVID,3.822992715575007,0.2355696331020441,52429024.0,0.9993638365079366
30, R,150,1, hostLVD,3.78479511848176,0.2491308658265774,52429024.0,0.9150657667887668
30, R,150,1, hostFDO,4.264873595047617,0.1390058445355651,52429024.0,0.9994574803571428
40, T,50,1, hostVID,2.1496068669024,0.2123686350672931,71952.0,0.9112138383928572
40, T,50,1, hostLVD,2.113475282864578,0.1380150268563176,119920.0,0.8748951549450549
40, T,50,1, hostFDO,2.2635590189475496,0.2594896502084463,143904.0,0.9216411772321428
40, T,60,1, hostVID,2.237317628762401,0.2904890039440782,95936.0,0.9198019419642858
40, T,60,1, hostLVD,2.273184347323928,0.1882058292115569,143904.0,0.8775638836996338
40, T,60,1, hostFDO,2.5862872086585758,0.1800737335299058,179880.0,0.9208532265625
40, T,70,1, hostVID,2.630450869410529,0.3198070210649244,107928.0,0.9205461479591835
40, T,70,1, hostLVD,2.3608306505830305,0.1744631328047511,167888.0,0.8849951393249608
40, T,70,1, hostFDO,2.868031126124555,0.1685646454178568,203864.0,0.923841367984694
40, T,80,1, hostVID,2.587773049752129,0.3401713434110203,119920.0,0.9221246869419644
40, T,80,1, hostLVD,2.557998150637023,0.2033291836857081,191872.0,0.8862952372939561
40, T,80,1, hostFDO,3.0837730240824355,0.1275812731977756,227848.0,0.9211819832589286
40, T,90,1, hostVID,3.0242788931140336,0.3047026752739045,131912.0,0.9225401468253968
40, T,90,1, hostLVD,2.7585247149589263,0.2099879844654007,215856.0,0.8810843666056166
40, T,90,1, hostFDO,3.270516396458249,0.107772032193416,263824.0,0.923152849454365
40, T,100,1, hostVID,2.9933327556008256,0.4259252418129149,143904.0,0.9228911866071428
40, T,100,1, hostLVD,2.717288013229711,0.1754925514037338,239840.0,0.8901467282967033
40, T,100,1, hostFDO,3.4361385656070214,0.0801866618481015,287808.0,0.9208213908482142
40, T,110,1, hostVID,3.258491482002018,0.3640151420119315,155896.0,0.9191974679383116
40, T,110,1, hostLVD,2.8619768786465505,0.2042457744586208,263824.0,0.8846981036463536
40, T,110,1, hostFDO,3.586057971498737,0.073643333597607,311792.0,0.91496488575487
40, T,120,1, hostVID,3.2613988926391992,0.3427030219237877,179880.0,0.9265074888392856
40, T,120,1, hostLVD,3.051228457693789,0.1905084061030149,287808.0,0.8803098138736264
40, T,120,1, hostFDO,3.72242267966394,0.0665728470027205,347768.0,0.9088176508556548
40, T,130,1, hostVID,3.591223580714931,0.3105785239394089,191872.0,0.9237994196428572
40, T,130,1, hostLVD,3.207666553614736,0.2289482307712904,299800.0,0.8460593165680473
40, T,130,1, hostFDO,3.868340931150851,0.0673961367563924,371752.0,0.9096342359203295
40, T,140,1, hostVID,3.5684407626470414,0.3696345179831689,203864.0,0.9241432420280612
40, T,140,1, hostLVD,3.310979139449741,0.1955342145596539,323784.0,0.8595945657378335
40, T,140,1, hostFDO,3.9996716584053646,0.0793670590299568,407728.0,0.9096366198979592
40, T,150,1, hostVID,3.7807121539544255,0.2688604321088111,215856.0,0.9223561583333332
40, T,150,1, hostLVD,3.414076133037502,0.3223094149605335,347768.0,0.7994635358974359
40, T,150,1, hostFDO,4.121322323613848,0.0657033215507721,431712.0,0.9098470102678572
40, B,50,1, hostVID,2.2271695513400998,0.2550563457204964,455696.0,0.9987707678571428
40, B,50,1, hostLVD,2.643882515877478,0.2421424929690338,731512.0,0.9875222637362638
40, B,50,1, hostFDO,2.402928143078681,0.1298612054964754,899400.0,0.9992350950892857
40, B,60,1, hostVID,2.432568933731158,0.2565947038280495,539640.0,0.998579671875
40, B,60,1, hostLVD,2.7553241203269097,0.1781666422424539,875416.0,0.9811875499084248
40, B,60,1, hostFDO,2.700914476417681,0.1311358864219277,1079280.0,0.9994076067708332
40, B,70,1, hostVID,2.829268673441988,0.3262484339491289,635576.0,0.998825725127551
40, B,70,1, hostLVD,3.0344681804755926,0.2343913779249241,1019320.0,0.9797996970172684
40, B,70,1, hostFDO,2.960490563606196,0.0955499024138064,1259160.0,0.9994383957270409
40, B,80,1, hostVID,2.9354743661891938,0.3394175849430894,719520.0,0.998806880580357
40, B,80,1, hostLVD,3.195648166235338,0.2371085817704318,1175216.0,0.9765862716346154
40, B,80,1, hostFDO,3.187367911877918,0.0786236041551555,1439040.0,0.9992681478794644
40, B,90,1, hostVID,3.2804784157074547,0.4097017378538823,815456.0,0.9991977514880952
40, B,90,1, hostLVD,3.1987366455419832,0.2114413500258218,1319120.0,0.975278376068376
40, B,90,1, hostFDO,3.3950714738042715,0.0665222705521012,1618920.0,0.9993915379464284
40, B,100,1, hostVID,3.3187763415356133,0.359700231492339,899400.0,0.9992178232142858
40, B,100,1, hostLVD,3.305807475201602,0.2661594893101116,1463024.0,0.963891215934066
40, B,100,1, hostFDO,3.569394422708477,0.0718817906597909,1798800.0,0.9993795044642856
40, B,110,1, hostVID,3.689572803365377,0.2414845893637122,995336.0,0.9991702869318182
40, B,110,1, hostLVD,3.446883626189095,0.3121125986783881,1606928.0,0.9512194667832168
40, B,110,1, hostFDO,3.728638640788544,0.078112885759244,1978680.0,0.9994325434253246
40, B,120,1, hostVID,3.730437288284065,0.2973394047500167,1079280.0,0.999183363095238
40, B,120,1, hostLVD,3.372766792610984,0.3149892910014714,1750832.0,0.9492389448260072
40, B,120,1, hostFDO,3.873233312265159,0.0893148651113354,2158560.0,0.999415779389881
40, B,130,1, hostVID,3.808803390075976,0.2662946886116218,1175216.0,0.9993059866071428
40, B,130,1, hostLVD,3.50982085306188,0.3423679182822158,1894736.0,0.943111154268808
40, B,130,1, hostFDO,4.022566691263291,0.0686470794984196,2338440.0,0.9993978902815932
40, B,140,1, hostVID,3.7741737807184177,0.2986196577620502,1259160.0,0.9993221055484692
40, B,140,1, hostLVD,3.558262222627564,0.2904410914536668,2038640.0,0.9332503292778648
40, B,140,1, hostFDO,4.148379129082042,0.0679872566951536,2518320.0,0.9994118705357145
40, B,150,1, hostVID,3.950314724485223,0.200199932824089,1355096.0,0.9993693330357142
40, B,150,1, hostLVD,3.5690458457500465,0.3278040096264075,2194536.0,0.9332830642857144
40, B,150,1, hostFDO,4.264707958460397,0.0674590416947891,2698200.0,0.999421446279762
40, 5B,50,1, hostVID,2.60145116502483,0.258070384577144,2242504.0,0.9996750205357144
40, 5B,50,1, hostLVD,3.0794424263652025,0.1892920481553782,3645568.0,0.9912806252747252
40, 5B,50,1, hostFDO,2.4730653612742675,0.3151604097144834,4485008.0,0.9995300910714288
40, 5B,60,1, hostVID,2.774504036694432,0.3119705219667985,2698200.0,0.9996514575892858
40, 5B,60,1, hostLVD,3.1993028741625302,0.2000834715688841,4377080.0,0.9893584803113552
40, 5B,60,1, hostFDO,2.826237028813446,0.3580821684387704,5384408.0,0.9995148802083332
40, 5B,70,1, hostVID,3.0518463276158823,0.2505052636573164,3141904.0,0.9996326639030612
40, 5B,70,1, hostLVD,3.257186122796884,0.1718459291318465,5096600.0,0.9892564638932496
40, 5B,70,1, hostFDO,3.0427293738531342,0.2520809120367152,6283808.0,0.9995039457908164
40, 5B,80,1, hostVID,3.318577667607846,0.2948718999092942,3585608.0,0.9996182583705356
40, 5B,80,1, hostLVD,3.359116665546651,0.1920857952580467,5828112.0,0.9880779031593406
40, 5B,80,1, hostFDO,3.253000412743573,0.1884702356682197,7171216.0,0.9994954204799106
40, 5B,90,1, hostVID,3.5340354220506405,0.2174125116131744,4041304.0,0.9996061081349208
40, 5B,90,1, hostLVD,3.443099182256583,0.1676280632195836,6559624.0,0.988744698107448
40, 5B,90,1, hostFDO,3.4663934690434357,0.1693662525101746,8070616.0,0.9994866021825396
40, 5B,100,1, hostVID,3.624604323572639,0.2127627741092454,4485008.0,0.9995934169642856
40, 5B,100,1, hostLVD,3.479360603034785,0.1644260844904179,7291136.0,0.9908571156593404
40, 5B,100,1, hostFDO,3.641676312789906,0.1622220793811181,8970016.0,0.999477940625
40, 5B,110,1, hostVID,3.791026627815099,0.139017602567939,4928712.0,0.9995821708603896
40, 5B,110,1, hostLVD,3.492385894528871,0.2555808634801473,8010656.0,0.9836744125874126
40, 5B,110,1, hostFDO,3.7967263961335567,0.1612707919639228,9857424.0,0.999469874594156
40, 5B,120,1, hostVID,3.748606736340395,0.2471679974727353,5384408.0,0.9995714851190476
40, 5B,120,1, hostLVD,3.620634085404927,0.1961136476083733,8742168.0,0.9736712916666668
40, 5B,120,1, hostFDO,3.9364825927902656,0.1629728566627286,10756824.0,0.9994599412202382
40, 5B,130,1, hostVID,3.87122346256342,0.1637816604480592,5828112.0,0.9995630003434064
40, 5B,130,1, hostLVD,3.776706342675333,0.1725778180172282,9473680.0,0.968374350591716
40, 5B,130,1, hostFDO,4.041293166980036,0.1419738610118884,11656224.0,0.9994515049793956
40, 5B,140,1, hostVID,3.8225540407633294,0.2314478531049676,6283808.0,0.999556166135204
40, 5B,140,1, hostLVD,3.73434962511116,0.2685002977364624,10193200.0,0.9444790078492936
40, 5B,140,1, hostFDO,4.158102356109983,0.1265786868557221,12555624.0,0.99944424091199
40, 5B,150,1, hostVID,3.943031158312484,0.2056330541852587,6727512.0,0.9995499580357144
40, 5B,150,1, hostLVD,3.801993946057064,0.2330051487769629,10924712.0,0.9618506302197802
40, 5B,150,1, hostFDO,4.261150797861545,0.0999390087293879,13443032.0,0.9994359395833334
40, 10B,50,1, hostVID,2.599903119939186,0.2758961712386762,4485008.0,0.9996743196428572
40, 10B,50,1, hostLVD,3.113542476722065,0.3957963040095112,7291136.0,0.9883991362637364
40, 10B,50,1, hostFDO,2.467691224513953,0.3491795253994296,8970016.0,0.9995302941964284
40, 10B,60,1, hostVID,2.707607732907403,0.2728309152195372,5384408.0,0.9996518184523808
40, 10B,60,1, hostLVD,3.311225857542785,0.1912833627736385,8742168.0,0.986290907051282
40, 10B,60,1, hostFDO,2.806431563134385,0.3555368371843457,10756824.0,0.9995151116071428
40, 10B,70,1, hostVID,2.988693095592074,0.342298890663553,6283808.0,0.9996327168367348
40, 10B,70,1, hostLVD,3.346202887191922,0.1511710106597798,10193200.0,0.9851138846153846
40, 10B,70,1, hostFDO,3.0427293738531342,0.2520809120367152,12555624.0,0.9995039457908164
40, 10B,80,1, hostVID,3.178013068152448,0.3427140159682365,7171216.0,0.999618548549107
40, 10B,80,1, hostLVD,3.4023701043073653,0.1617073213315972,11656224.0,0.9894660882554944
40, 10B,80,1, hostFDO,3.253000412743573,0.1884702356682197,14342432.0,0.9994954204799106
40, 10B,90,1, hostVID,3.4200695226768936,0.2946463749775158,8070616.0,0.999606663690476
40, 10B,90,1, hostLVD,3.443099182256583,0.1676280632195836,13107256.0,0.988744698107448
40, 10B,90,1, hostFDO,3.4663934690434357,0.1693662525101746,16129240.0,0.9994866021825396
40, 10B,100,1, hostVID,3.496912311226517,0.2535568096514249,8970016.0,0.9995934642857144
40, 10B,100,1, hostLVD,3.479360603034785,0.1644260844904179,14570280.0,0.9908571156593404
40, 10B,100,1, hostFDO,3.641676312789906,0.1622220793811181,17928040.0,0.999477940625
40, 10B,110,1, hostVID,3.576056787619228,0.324721366091626,9857424.0,0.9995820178571428
40, 10B,110,1, hostLVD,3.492385894528871,0.2555808634801473,16021312.0,0.9836744125874126
40, 10B,110,1, hostFDO,3.7967263961335567,0.1612707919639228,19714848.0,0.999469874594156
40, 10B,120,1, hostVID,3.6923865258958,0.2371701634332448,10756824.0,0.9995715066964286
40, 10B,120,1, hostLVD,3.620634085404927,0.1961136476083733,17472344.0,0.9736712916666668
40, 10B,120,1, hostFDO,3.9364825927902656,0.1629728566627286,21513648.0,0.9994599412202382
40, 10B,130,1, hostVID,3.91015351283742,0.1981015019477909,11656224.0,0.9995630882554944
40, 10B,130,1, hostLVD,3.776706342675333,0.1725778180172282,18935368.0,0.968374350591716
40, 10B,130,1, hostFDO,4.041293166980036,0.1419738610118884,23300456.0,0.9994515049793956
40, 10B,140,1, hostVID,3.8225540407633294,0.2314478531049676,12555624.0,0.999556166135204
40, 10B,140,1, hostLVD,3.73434962511116,0.2685002977364624,20386400.0,0.9444790078492936
40, 10B,140,1, hostFDO,4.158102356109983,0.1265786868557221,25099256.0,0.99944424091199
40, 10B,150,1, hostVID,3.943031158312484,0.2056330541852587,13443032.0,0.9995499580357144
40, 10B,150,1, hostLVD,3.801993946057064,0.2330051487769629,21849424.0,0.9618506302197802
40, 10B,150,1, hostFDO,4.261150797861545,0.0999390087293879,26886064.0,0.9994359395833334
40, R,50,1, hostVID,2.498263217490277,0.3028221923521046,52429024.0,0.99967531875
40, R,50,1, hostLVD,3.113542476722065,0.3957963040095112,52429024.0,0.9883991362637364
40, R,50,1, hostFDO,2.467691224513953,0.3491795253994296,52429024.0,0.9995302941964284
40, R,60,1, hostVID,2.636003747153004,0.2821356396661552,52429024.0,0.999651712797619
40, R,60,1, hostLVD,3.311225857542785,0.1912833627736385,52429024.0,0.986290907051282
40, R,60,1, hostFDO,2.806431563134385,0.3555368371843457,52429024.0,0.9995151116071428
40, R,70,1, hostVID,2.988693095592074,0.342298890663553,52429024.0,0.9996327168367348
40, R,70,1, hostLVD,3.346202887191922,0.1511710106597798,52429024.0,0.9851138846153846
40, R,70,1, hostFDO,3.0427293738531342,0.2520809120367152,52429024.0,0.9995039457908164
40, R,80,1, hostVID,3.178013068152448,0.3427140159682365,52429024.0,0.999618548549107
40, R,80,1, hostLVD,3.4023701043073653,0.1617073213315972,52429024.0,0.9894660882554944
40, R,80,1, hostFDO,3.253000412743573,0.1884702356682197,52429024.0,0.9994954204799106
40, R,90,1, hostVID,3.4200695226768936,0.2946463749775158,52429024.0,0.999606663690476
40, R,90,1, hostLVD,3.443099182256583,0.1676280632195836,52429024.0,0.988744698107448
40, R,90,1, hostFDO,3.4663934690434357,0.1693662525101746,52429024.0,0.9994866021825396
40, R,100,1, hostVID,3.496912311226517,0.2535568096514249,52429024.0,0.9995934642857144
40, R,100,1, hostLVD,3.479360603034785,0.1644260844904179,52429024.0,0.9908571156593404
40, R,100,1, hostFDO,3.641676312789906,0.1622220793811181,52429024.0,0.999477940625
40, R,110,1, hostVID,3.576056787619228,0.324721366091626,52429024.0,0.9995820178571428
40, R,110,1, hostLVD,3.492385894528871,0.2555808634801473,52429024.0,0.9836744125874126
40, R,110,1, hostFDO,3.7967263961335567,0.1612707919639228,52429024.0,0.999469874594156
40, R,120,1, hostVID,3.6923865258958,0.2371701634332448,52429024.0,0.9995715066964286
40, R,120,1, hostLVD,3.620634085404927,0.1961136476083733,52429024.0,0.9736712916666668
40, R,120,1, hostFDO,3.9364825927902656,0.1629728566627286,52429024.0,0.9994599412202382
40, R,130,1, hostVID,3.91015351283742,0.1981015019477909,52429024.0,0.9995630882554944
40, R,130,1, hostLVD,3.776706342675333,0.1725778180172282,52429024.0,0.968374350591716
40, R,130,1, hostFDO,4.041293166980036,0.1419738610118884,52429024.0,0.9994515049793956
40, R,140,1, hostVID,3.8225540407633294,0.2314478531049676,52429024.0,0.999556166135204
40, R,140,1, hostLVD,3.73434962511116,0.2685002977364624,52429024.0,0.9444790078492936
40, R,140,1, hostFDO,4.158102356109983,0.1265786868557221,52429024.0,0.99944424091199
40, R,150,1, hostVID,3.943031158312484,0.2056330541852587,52429024.0,0.9995499580357144
40, R,150,1, hostLVD,3.801993946057064,0.2330051487769629,52429024.0,0.9618506302197802
40, R,150,1, hostFDO,4.261150797861545,0.0999390087293879,52429024.0,0.9994359395833334
50, T,50,1, hostVID,2.1976467391090138,0.2288697060631751,83944.0,0.9159769935714286
50, T,50,1, hostLVD,2.054701676087457,0.1638747457788721,131912.0,0.891224935824176
50, T,50,1, hostFDO,2.245628436541622,0.1146339174602563,167888.0,0.919211325
50, T,60,1, hostVID,2.3550766988071308,0.2957467901029179,95936.0,0.9182891553571428
50, T,60,1, hostLVD,2.27361628160114,0.1954460933705651,155896.0,0.890759619047619
50, T,60,1, hostFDO,2.575859912553923,0.1250316095402943,191872.0,0.919584430059524
50, T,70,1, hostVID,2.6451578237056923,0.3238428144228601,119920.0,0.923039375510204
50, T,70,1, hostLVD,2.4523247778816457,0.1765141699405612,191872.0,0.8973412370486656
50, T,70,1, hostFDO,2.83432836888254,0.155036470518624,227848.0,0.9203516423469388
50, T,80,1, hostVID,2.667657875698976,0.3662191764757278,131912.0,0.9245790696428572
50, T,80,1, hostLVD,2.4666241741314066,0.1675087987189463,215856.0,0.9007175153846153
50, T,80,1, hostFDO,3.068874513618684,0.1400497398131816,263824.0,0.9204356810267856
50, T,90,1, hostVID,2.969618168780872,0.3571056425133825,143904.0,0.9228274662698412
50, T,90,1, hostLVD,2.5589359750257064,0.1946018517821834,239840.0,0.8958282664224664
50, T,90,1, hostFDO,3.278742268306557,0.132422172324892,287808.0,0.9184290313492064
50, T,100,1, hostVID,3.404835240933951,0.2910325062851098,167888.0,0.9230699996428572
50, T,100,1, hostLVD,2.830273389959163,0.2094973892970354,263824.0,0.8932439569230769
50, T,100,1, hostFDO,3.425760853451418,0.0724393137727963,323784.0,0.9174701158928572
50, T,110,1, hostVID,3.254029244702277,0.3803154700444659,179880.0,0.9240257126623376
50, T,110,1, hostLVD,3.0568073469654795,0.2289191666706869,287808.0,0.8690848827172826
50, T,110,1, hostFDO,3.5729191186036275,0.0850884981999101,359760.0,0.9064335987012986
50, T,120,1, hostVID,3.4759628425488955,0.3264437234441072,191872.0,0.9228533166666668
50, T,120,1, hostLVD,2.945092941343632,0.1965481693430576,311792.0,0.8784520663003662
50, T,120,1, hostFDO,3.720931927031825,0.0874752570538516,383744.0,0.9054071739583334
50, T,130,1, hostVID,3.341283420538163,0.4462203228264105,215856.0,0.9252637324175824
50, T,130,1, hostLVD,3.2232899843533755,0.1795188205463452,335776.0,0.8699755712595098
50, T,130,1, hostFDO,3.864186729779071,0.0933943105536737,419720.0,0.9065215138736264
50, T,140,1, hostVID,3.5270280953994737,0.3623749502385069,227848.0,0.9212121045918368
50, T,140,1, hostLVD,3.3360044929951207,0.2239197203541497,371752.0,0.8568662092621664
50, T,140,1, hostFDO,3.985097776515303,0.0747441813601148,443704.0,0.9044349816326532
50, T,150,1, hostVID,3.762575364330701,0.2794071205513297,239840.0,0.9200211492857144
50, T,150,1, hostLVD,3.327193047232057,0.2980481538447632,395736.0,0.8219446496703297
50, T,150,1, hostFDO,4.108266751291238,0.075421262521404,479680.0,0.9046861351190476
50, B,50,1, hostVID,2.3228409530917085,0.2494329530291897,563624.0,0.9987797207142856
50, B,50,1, hostLVD,2.702245843811775,0.2505887248746635,911392.0,0.9826142887912088
50, B,50,1, hostFDO,2.380967669587258,0.0693715432235132,1127248.0,0.9994687760714286
50, B,60,1, hostVID,2.4619313347441505,0.3572138486351877,683544.0,0.9991934595238096
50, B,60,1, hostLVD,2.971435382730106,0.2430255711344794,1103264.0,0.9790734256410256
50, B,60,1, hostFDO,2.6962533178607817,0.1090538742403932,1355096.0,0.9995318925595236
