n, q, tp, g, app, MOS, stdev, Queue, SU
10, 5B,80,1, hostVIP,3.5710389059059024,0.0574280591870104,24000.0,0.8168500000000001
10, 5B,90,1, hostVIP,4.311249537133975,0.0098680610676899,27000.0,0.7284999999999999
10, 5B,100,1, hostVIP,4.373163528934304,0.0076589722542057,30000.0,0.65565
10, 5B,110,1, hostVIP,4.37338446093057,0.0076546500858634,33000.0,0.5960454545454545
10, 5B,120,1, hostVIP,4.3735488500982855,0.0076509447630825,36000.0,0.5463749999999999
10, 5B,130,1, hostVIP,4.373677103168776,0.007649727213176,39000.0,0.5043461538461538
10, 5B,140,1, hostVIP,4.373780783480537,0.0076495301888396,42000.0,0.4683214285714285
10, 5B,150,1, hostVIP,4.373865231664124,0.0076496852530353,45000.0,0.4371
10, 10B,50,1, hostVIP,2.471719527013029,0.1535869551000942,30000.0,0.99609
10, 10B,60,1, hostVIP,2.531013072788005,0.1460007945245275,36000.0,0.9765166666666668
10, 10B,70,1, hostVIP,2.877714738809523,0.1301882098130268,42000.0,0.9145285714285714
10, 10B,80,1, hostVIP,3.555848058742348,0.0527437147289383,48000.0,0.81875
10, 10B,90,1, hostVIP,4.311249537133975,0.0098680610676899,54000.0,0.7284999999999999
10, 10B,100,1, hostVIP,4.373163528934304,0.0076589722542057,60000.0,0.65565
10, 10B,110,1, hostVIP,4.37338446093057,0.0076546500858634,66000.0,0.5960454545454545
10, 10B,120,1, hostVIP,4.3735488500982855,0.0076509447630825,72000.0,0.5463749999999999
10, 10B,130,1, hostVIP,4.373677103168776,0.007649727213176,78000.0,0.5043461538461538
10, 10B,140,1, hostVIP,4.373780783480537,0.0076495301888396,84000.0,0.4683214285714285
10, 10B,150,1, hostVIP,4.373865231664124,0.0076496852530353,90000.0,0.4371
20, T,50,1, hostVIP,3.249897885959876,0.1013833676237859,1800.0,0.97728
20, T,60,1, hostVIP,3.5797166772955538,0.0539992084083975,1800.0,0.9283125
20, T,70,1, hostVIP,4.052743005810845,0.0554212621791413,2400.0,0.8816357142857142
20, T,80,1, hostVIP,4.252065761330671,0.0408146614399745,2400.0,0.792840625
20, T,90,1, hostVIP,4.363536776158073,0.0166082796986691,3000.0,0.7140611111111111
20, T,100,1, hostVIP,4.373669937586088,0.0102702948422772,3000.0,0.643365
20, T,110,1, hostVIP,4.375732243324926,0.0094547219385993,3000.0,0.5849886363636363
20, T,120,1, hostVIP,4.380143482453793,0.0048773841015605,3600.0,0.5364270833333333
20, T,130,1, hostVIP,4.380267996791872,0.0049162272389561,3600.0,0.4951673076923077
20, T,140,1, hostVIP,4.380325353137311,0.0049160502198314,4200.0,0.4597982142857142
20, T,150,1, hostVIP,4.380371658067896,0.0049153366967277,4200.0,0.429145
20, B,50,1, hostVIP,3.2905540678747727,0.1023358958009074,6000.0,0.99414
20, B,60,1, hostVIP,3.696370822181725,0.0674013161584044,7200.0,0.9665666666666668
20, B,70,1, hostVIP,4.12426978642491,0.0487334258497157,8400.0,0.8982107142857142
20, B,80,1, hostVIP,4.351212350137587,0.0139875796405602,9600.0,0.802846875
20, B,90,1, hostVIP,4.379534671769064,0.0051225941093296,10800.0,0.7152305555555555
20, B,100,1, hostVIP,4.379965738884946,0.0049139099466317,12000.0,0.6437175
20, B,110,1, hostVIP,4.380098254914843,0.0049152771216695,13200.0,0.5851977272727272
20, B,120,1, hostVIP,4.380194806726001,0.0049157107494494,14400.0,0.53643125
20, B,130,1, hostVIP,4.380267996791872,0.0049162272389561,15600.0,0.4951673076923077
20, B,140,1, hostVIP,4.380325353137311,0.0049160502198314,16800.0,0.4597982142857142
20, B,150,1, hostVIP,4.380371658067896,0.0049153366967277,18000.0,0.429145
20, 5B,50,1, hostVIP,3.0960382915854106,0.108383483427268,30000.0,0.998415
20, 5B,60,1, hostVIP,3.027527168371289,0.090819046859016,36000.0,0.98035
20, 5B,70,1, hostVIP,3.28183008333613,0.0797979731044857,42000.0,0.9101178571428572
20, 5B,80,1, hostVIP,4.202629829597415,0.0257933637101819,48000.0,0.8042812500000001
20, 5B,90,1, hostVIP,4.379097816644657,0.0051941978559824,54000.0,0.7152416666666667
20, 5B,100,1, hostVIP,4.379965738884946,0.0049139099466317,60000.0,0.6437175
20, 5B,110,1, hostVIP,4.380098254914843,0.0049152771216695,66000.0,0.5851977272727272
20, 5B,120,1, hostVIP,4.380194806726001,0.0049157107494494,72000.0,0.53643125
20, 5B,130,1, hostVIP,4.380267996791872,0.0049162272389561,78000.0,0.4951673076923077
20, 5B,140,1, hostVIP,4.380325353137311,0.0049160502198314,84000.0,0.4597982142857142
20, 5B,150,1, hostVIP,4.380371658067896,0.0049153366967277,90000.0,0.429145
20, 10B,50,1, hostVIP,2.742828115494103,0.1152614421170163,60000.0,0.99896
20, 10B,60,1, hostVIP,2.7336511182604046,0.0843720332246604,72000.0,0.9885416666666668
20, 10B,70,1, hostVIP,3.215983324212052,0.0789895668608899,84000.0,0.9145392857142856
20, 10B,80,1, hostVIP,4.199133859205297,0.0247084932552589,96000.0,0.804646875
20, 10B,90,1, hostVIP,4.379097816644657,0.0051941978559824,108000.0,0.7152416666666667
20, 10B,100,1, hostVIP,4.379965738884946,0.0049139099466317,120000.0,0.6437175
20, 10B,110,1, hostVIP,4.380098254914843,0.0049152771216695,132000.0,0.5851977272727272
20, 10B,120,1, hostVIP,4.380194806726001,0.0049157107494494,144000.0,0.53643125
20, 10B,130,1, hostVIP,4.380267996791872,0.0049162272389561,156000.0,0.4951673076923077
20, 10B,140,1, hostVIP,4.380325353137311,0.0049160502198314,168000.0,0.4597982142857142
20, 10B,150,1, hostVIP,4.380371658067896,0.0049153366967277,180000.0,0.429145
30, T,50,1, hostVIP,3.155696451771784,0.1187972212959775,1800.0,0.9696033333333334
30, T,60,1, hostVIP,3.63502348287986,0.0885869642016511,2400.0,0.9486444444444444
30, T,70,1, hostVIP,4.000155305836011,0.0649511998622633,2400.0,0.8748904761904762
30, T,80,1, hostVIP,4.288437439975579,0.0383008554595286,3000.0,0.7977375
30, T,90,1, hostVIP,4.34648298528761,0.0220416446925135,3000.0,0.7132518518518519
30, T,100,1, hostVIP,4.374888658944277,0.0125349438524237,3600.0,0.6437166666666667
30, T,110,1, hostVIP,4.37896112506589,0.0101699963407143,4200.0,0.5853257575757576
30, T,120,1, hostVIP,4.379029458233091,0.0101708679058966,4200.0,0.5365486111111111
30, T,130,1, hostVIP,4.37908064208973,0.0101709755607561,4800.0,0.495275641025641
30, T,140,1, hostVIP,4.3791202623442445,0.0101707034584038,4800.0,0.4598988095238095
30, T,150,1, hostVIP,4.379152045813189,0.0101703796339508,5400.0,0.4292388888888889
30, B,50,1, hostVIP,3.30316585870594,0.128649736948267,9000.0,0.9963033333333332
30, B,60,1, hostVIP,3.771246953920758,0.0804578586992849,10800.0,0.9736472222222222
30, B,70,1, hostVIP,4.151733151989777,0.0451596639498007,12600.0,0.9040642857142858
30, B,80,1, hostVIP,4.35798986372898,0.0166229385042457,14400.0,0.8040979166666667
30, B,90,1, hostVIP,4.37871267425088,0.0101695250239418,16200.0,0.7153962962962963
30, B,100,1, hostVIP,4.378862545564124,0.0101693490648114,18000.0,0.6438583333333333
30, B,110,1, hostVIP,4.37896112506589,0.0101699963407143,19800.0,0.5853257575757576
30, B,120,1, hostVIP,4.379029458233091,0.0101708679058966,21600.0,0.5365486111111111
30, B,130,1, hostVIP,4.37908064208973,0.0101709755607561,23400.0,0.495275641025641
30, B,140,1, hostVIP,4.3791202623442445,0.0101707034584038,25200.0,0.4598988095238095
30, B,150,1, hostVIP,4.379152045813189,0.0101703796339508,27000.0,0.4292388888888889
30, 5B,50,1, hostVIP,3.1353844937691884,0.1217485916971372,45000.0,0.9988933333333332
30, 5B,60,1, hostVIP,3.070177692581875,0.0996197188361452,54000.0,0.9859694444444445
30, 5B,70,1, hostVIP,3.490700049540622,0.0686904132857598,63000.0,0.9127833333333332
30, 5B,80,1, hostVIP,4.267699802921254,0.0193504596068442,72000.0,0.8047312500000001
30, 5B,90,1, hostVIP,4.37871267425088,0.0101695250239418,81000.0,0.7153962962962963
30, 5B,100,1, hostVIP,4.378862545564124,0.0101693490648114,90000.0,0.6438583333333333
30, 5B,110,1, hostVIP,4.37896112506589,0.0101699963407143,99000.0,0.5853257575757576
30, 5B,120,1, hostVIP,4.379029458233091,0.0101708679058966,108000.0,0.5365486111111111
30, 5B,130,1, hostVIP,4.37908064208973,0.0101709755607561,117000.0,0.495275641025641
30, 5B,140,1, hostVIP,4.3791202623442445,0.0101707034584038,126000.0,0.4598988095238095
30, 5B,150,1, hostVIP,4.379152045813189,0.0101703796339508,135000.0,0.4292388888888889
30, 10B,50,1, hostVIP,2.7874936674567743,0.1035813930228374,90000.0,0.99908
30, 10B,60,1, hostVIP,2.7802232024185365,0.1079360631434194,108000.0,0.9926527777777778
30, 10B,70,1, hostVIP,3.411770818316624,0.086054988123847,126000.0,0.916804761904762
30, 10B,80,1, hostVIP,4.265728737266317,0.0202891995279132,144000.0,0.8048208333333333
30, 10B,90,1, hostVIP,4.37871267425088,0.0101695250239418,162000.0,0.7153962962962963
30, 10B,100,1, hostVIP,4.378862545564124,0.0101693490648114,180000.0,0.6438583333333333
30, 10B,110,1, hostVIP,4.37896112506589,0.0101699963407143,198000.0,0.5853257575757576
30, 10B,120,1, hostVIP,4.379029458233091,0.0101708679058966,216000.0,0.5365486111111111
30, 10B,130,1, hostVIP,4.37908064208973,0.0101709755607561,234000.0,0.495275641025641
30, 10B,140,1, hostVIP,4.3791202623442445,0.0101707034584038,252000.0,0.4598988095238095
30, 10B,150,1, hostVIP,4.379152045813189,0.0101703796339508,270000.0,0.4292388888888889
40, T,50,1, hostVIP,3.220755090366737,0.1043719085781096,2400.0,0.9861225
40, T,60,1, hostVIP,3.606253291792462,0.1144525144428367,2400.0,0.94485
40, T,70,1, hostVIP,4.077428689173731,0.0620844081976059,3000.0,0.8899535714285715
40, T,80,1, hostVIP,4.327779278702499,0.031692263754225,3600.0,0.8037109375
40, T,90,1, hostVIP,4.360343040973743,0.0186589013391529,3600.0,0.7166916666666667
40, T,100,1, hostVIP,4.372712447043234,0.0118441637641037,4200.0,0.6460725
40, T,110,1, hostVIP,4.374878577647584,0.0104958733332582,4200.0,0.5874602272727273
40, T,120,1, hostVIP,4.376980341789,0.0095048394915188,4800.0,0.5387041666666667
40, T,130,1, hostVIP,4.377500357026586,0.0092980581796557,5400.0,0.4972903846153846
40, T,140,1, hostVIP,4.377531046919239,0.0092982213764391,5400.0,0.4617696428571429
40, T,150,1, hostVIP,4.377556052170411,0.0092980610666872,6000.0,0.430985
40, B,50,1, hostVIP,3.31782237044988,0.1278336071113506,12000.0,0.9979325
40, B,60,1, hostVIP,3.752153452537773,0.1016870670919113,14400.0,0.9820645833333334
40, B,70,1, hostVIP,4.21128226797758,0.0465735191336823,16800.0,0.913425
40, B,80,1, hostVIP,4.373772096194877,0.0102748880717692,19200.0,0.8080546875
40, B,90,1, hostVIP,4.377213461022629,0.0092969223568163,21600.0,0.7183083333333333
40, B,100,1, hostVIP,4.377330948751046,0.0092974202221589,24000.0,0.6464775
40, B,110,1, hostVIP,4.377406703211463,0.0092977492635426,26400.0,0.5877068181818182
40, B,120,1, hostVIP,4.377460277266921,0.0092980926797558,28800.0,0.53873125
40, B,130,1, hostVIP,4.377500357026586,0.0092980581796557,31200.0,0.4972903846153846
40, B,140,1, hostVIP,4.377531046919239,0.0092982213764391,33600.0,0.4617696428571429
40, B,150,1, hostVIP,4.377556052170411,0.0092980610666872,36000.0,0.430985
40, 5B,50,1, hostVIP,3.2118826923799704,0.0989952340440075,60000.0,0.99897
40, 5B,60,1, hostVIP,3.2495151991621607,0.1220464928990087,72000.0,0.9912145833333332
40, 5B,70,1, hostVIP,3.596697417272927,0.0686099374055017,84000.0,0.9212857142857144
40, 5B,80,1, hostVIP,4.365064632871976,0.0132266856493936,96000.0,0.8080937499999999
40, 5B,90,1, hostVIP,4.377213461022629,0.0092969223568163,108000.0,0.7183083333333333
40, 5B,100,1, hostVIP,4.377330948751046,0.0092974202221589,120000.0,0.6464775
40, 5B,110,1, hostVIP,4.377406703211463,0.0092977492635426,132000.0,0.5877068181818182
40, 5B,120,1, hostVIP,4.377460277266921,0.0092980926797558,144000.0,0.53873125
40, 5B,130,1, hostVIP,4.377500357026586,0.0092980581796557,156000.0,0.4972903846153846
40, 5B,140,1, hostVIP,4.377531046919239,0.0092982213764391,168000.0,0.4617696428571429
40, 5B,150,1, hostVIP,4.377556052170411,0.0092980610666872,180000.0,0.430985
40, 10B,50,1, hostVIP,2.843965905360964,0.1224332205780735,120000.0,0.999175
40, 10B,60,1, hostVIP,2.9283626293374323,0.113124948798658,144000.0,0.9952208333333332
40, 10B,70,1, hostVIP,3.5424016862201,0.0671351676796647,168000.0,0.9233357142857144
40, 10B,80,1, hostVIP,4.365064632871976,0.0132266856493936,192000.0,0.8080937499999999
40, 10B,90,1, hostVIP,4.377213461022629,0.0092969223568163,216000.0,0.7183083333333333
40, 10B,100,1, hostVIP,4.377330948751046,0.0092974202221589,240000.0,0.6464775
40, 10B,110,1, hostVIP,4.377406703211463,0.0092977492635426,264000.0,0.5877068181818182
40, 10B,120,1, hostVIP,4.377460277266921,0.0092980926797558,288000.0,0.53873125
40, 10B,130,1, hostVIP,4.377500357026586,0.0092980581796557,312000.0,0.4972903846153846
40, 10B,140,1, hostVIP,4.377531046919239,0.0092982213764391,336000.0,0.4617696428571429
40, 10B,150,1, hostVIP,4.377556052170411,0.0092980610666872,360000.0,0.430985
50, T,50,1, hostVIP,3.1589745629301444,0.1236954951561035,2400.0,0.983748
50, T,60,1, hostVIP,3.648126884054745,0.0952195201974678,3000.0,0.962625
50, T,70,1, hostVIP,4.043237397053865,0.0733981228844798,3000.0,0.88961
50, T,80,1, hostVIP,4.304284343092645,0.0276116272670199,3600.0,0.80730125
50, T,90,1, hostVIP,4.369137339888778,0.0114830927537046,4200.0,0.7224733333333334
50, T,100,1, hostVIP,4.377821605761942,0.0062897866592704,4800.0,0.6508320000000001
50, T,110,1, hostVIP,4.378590101223667,0.0059899807904818,4800.0,0.5916981818181818
50, T,120,1, hostVIP,4.378811144723472,0.0058964432114274,5400.0,0.5424074999999999
50, T,130,1, hostVIP,4.37884469922255,0.0058960812590635,6000.0,0.5006838461538461
50, T,140,1, hostVIP,4.378870332176924,0.0058959643002194,6000.0,0.4649207142857142
50, T,150,1, hostVIP,4.37889046734902,0.0058960493239171,6600.0,0.433926
50, B,50,1, hostVIP,3.307279479198587,0.1117270358238906,15000.0,0.999006
50, B,60,1, hostVIP,3.728689246223703,0.097281499399895,18000.0,0.9893383333333332
50, B,70,1, hostVIP,4.196187758627965,0.0473182826967126,21000.0,0.9200728571428572
50, B,80,1, hostVIP,4.377347144570414,0.0057886997478724,24000.0,0.8136025
50, B,90,1, hostVIP,4.378595164521568,0.0058976109064597,27000.0,0.7232088888888889
50, B,100,1, hostVIP,4.378699874769198,0.0058975407609293,30000.0,0.6508889999999999
50, B,110,1, hostVIP,4.378765847659217,0.0058965705717063,33000.0,0.5917172727272726
50, B,120,1, hostVIP,4.378811144723472,0.0058964432114274,36000.0,0.5424074999999999
50, B,130,1, hostVIP,4.37884469922255,0.0058960812590635,39000.0,0.5006838461538461
50, B,140,1, hostVIP,4.378870332176924,0.0058959643002194,42000.0,0.4649207142857142
50, B,150,1, hostVIP,4.37889046734902,0.0058960493239171,45000.0,0.433926
50, 5B,50,1, hostVIP,3.2403095692851345,0.102712158216501,75000.0,0.999206
50, 5B,60,1, hostVIP,3.377689907464987,0.0874674084803959,90000.0,0.9959133333333332
50, 5B,70,1, hostVIP,3.613553189938637,0.0629954221762767,105000.0,0.9269742857142856
50, 5B,80,1, hostVIP,4.375989166969887,0.0060983425266296,120000.0,0.81360625
50, 5B,90,1, hostVIP,4.378595164521568,0.0058976109064597,135000.0,0.7232088888888889
50, 5B,100,1, hostVIP,4.378699874769198,0.0058975407609293,150000.0,0.6508889999999999
50, 5B,110,1, hostVIP,4.378765847659217,0.0058965705717063,165000.0,0.5917172727272726
50, 5B,120,1, hostVIP,4.378811144723472,0.0058964432114274,180000.0,0.5424074999999999
50, 5B,130,1, hostVIP,4.37884469922255,0.0058960812590635,195000.0,0.5006838461538461
50, 5B,140,1, hostVIP,4.378870332176924,0.0058959643002194,210000.0,0.4649207142857142
50, 5B,150,1, hostVIP,4.37889046734902,0.0058960493239171,225000.0,0.433926
50, 10B,50,1, hostVIP,2.866865748730479,0.0947505561463863,150000.0,0.999206
50, 10B,60,1, hostVIP,3.0416843679386893,0.0806126391177851,180000.0,0.998215
50, 10B,70,1, hostVIP,3.5627041945664404,0.0722721974546912,210000.0,0.9289285714285714
50, 10B,80,1, hostVIP,4.375989166969887,0.0060983425266296,240000.0,0.81360625
50, 10B,90,1, hostVIP,4.378595164521568,0.0058976109064597,270000.0,0.7232088888888889
50, 10B,100,1, hostVIP,4.378699874769198,0.0058975407609293,300000.0,0.6508889999999999
50, 10B,110,1, hostVIP,4.378765847659217,0.0058965705717063,330000.0,0.5917172727272726
50, 10B,120,1, hostVIP,4.378811144723472,0.0058964432114274,360000.0,0.5424074999999999
50, 10B,130,1, hostVIP,4.37884469922255,0.0058960812590635,390000.0,0.5006838461538461
50, 10B,140,1, hostVIP,4.378870332176924,0.0058959643002194,420000.0,0.4649207142857142
50, 10B,150,1, hostVIP,4.37889046734902,0.0058960493239171,450000.0,0.433926
60, T,50,1, hostVIP,3.145948072100133,0.1118574785724939,2400.0,0.987435
60, T,60,1, hostVIP,3.622652040685372,0.0866828841446955,3000.0,0.9653888888888889
60, T,70,1, hostVIP,4.106117797241253,0.056091474291684,3600.0,0.9070511904761904
60, T,80,1, hostVIP,4.334515478896058,0.0253884306368604,4200.0,0.8163854166666666
60, T,90,1, hostVIP,4.366579901949557,0.0143825581498953,4200.0,0.7278407407407408
60, T,100,1, hostVIP,4.378382616897675,0.0075916681994465,4800.0,0.6557716666666668
60, T,110,1, hostVIP,4.379436762434187,0.0072195219485247,5400.0,0.5961977272727274
60, T,120,1, hostVIP,4.379473946964677,0.0072192766529273,6000.0,0.5465145833333334
60, T,130,1, hostVIP,4.37950124329088,0.0072187397274672,6600.0,0.504475641025641
60, T,140,1, hostVIP,4.379521985830742,0.0072190499774986,6600.0,0.4684416666666666
60, T,150,1, hostVIP,4.37953847874036,0.0072190839673042,7200.0,0.4372122222222222
60, B,50,1, hostVIP,3.292180097296658,0.1085244876586459,18000.0,0.9991266666666668
60, B,60,1, hostVIP,3.714185935640269,0.0860267150263426,21600.0,0.9913541666666664
60, B,70,1, hostVIP,4.160176815887728,0.0487710937540833,25200.0,0.9277845238095236
60, B,80,1, hostVIP,4.3787751750918,0.0072958159209675,28800.0,0.819771875
60, B,90,1, hostVIP,4.379294307102005,0.00721874041962,32400.0,0.7286861111111111
60, B,100,1, hostVIP,4.379381933235273,0.0072192749602288,36000.0,0.6558175
60, B,110,1, hostVIP,4.379436762434187,0.0072195219485247,39600.0,0.5961977272727274
60, B,120,1, hostVIP,4.379473946964677,0.0072192766529273,43200.0,0.5465145833333334
60, B,130,1, hostVIP,4.37950124329088,0.0072187397274672,46800.0,0.504475641025641
60, B,140,1, hostVIP,4.379521985830742,0.0072190499774986,50400.0,0.4684416666666666
60, B,150,1, hostVIP,4.37953847874036,0.0072190839673042,54000.0,0.4372122222222222
60, 5B,50,1, hostVIP,3.2270929518429328,0.1090412523427574,90000.0,0.9992
60, 5B,60,1, hostVIP,3.4144541977959517,0.0844085122047268,108000.0,0.9966736111111112
60, 5B,70,1, hostVIP,3.71780676917796,0.0638861245382299,126000.0,0.9336142857142856
60, 5B,80,1, hostVIP,4.3787751750918,0.0072958159209675,144000.0,0.819771875
60, 5B,90,1, hostVIP,4.379294307102005,0.00721874041962,162000.0,0.7286861111111111
60, 5B,100,1, hostVIP,4.379381933235273,0.0072192749602288,180000.0,0.6558175
60, 5B,110,1, hostVIP,4.379436762434187,0.0072195219485247,198000.0,0.5961977272727274
60, 5B,120,1, hostVIP,4.379473946964677,0.0072192766529273,216000.0,0.5465145833333334
60, 5B,130,1, hostVIP,4.37950124329088,0.0072187397274672,234000.0,0.504475641025641
60, 5B,140,1, hostVIP,4.379521985830742,0.0072190499774986,252000.0,0.4684416666666666
60, 5B,150,1, hostVIP,4.37953847874036,0.0072190839673042,270000.0,0.4372122222222222
60, 10B,50,1, hostVIP,2.8530361676651785,0.1004324106506361,180000.0,0.9992
60, 10B,60,1, hostVIP,3.063841192886497,0.088375765402131,216000.0,0.9983847222222222
60, 10B,70,1, hostVIP,3.637163234988844,0.070433290753388,252000.0,0.936097619047619
60, 10B,80,1, hostVIP,4.3787751750918,0.0072958159209675,288000.0,0.819771875
60, 10B,90,1, hostVIP,4.379294307102005,0.00721874041962,324000.0,0.7286861111111111
60, 10B,100,1, hostVIP,4.379381933235273,0.0072192749602288,360000.0,0.6558175
60, 10B,110,1, hostVIP,4.379436762434187,0.0072195219485247,396000.0,0.5961977272727274
60, 10B,120,1, hostVIP,4.379473946964677,0.0072192766529273,432000.0,0.5465145833333334
60, 10B,130,1, hostVIP,4.37950124329088,0.0072187397274672,468000.0,0.504475641025641
60, 10B,140,1, hostVIP,4.379521985830742,0.0072190499774986,504000.0,0.4684416666666666
60, 10B,150,1, hostVIP,4.37953847874036,0.0072190839673042,540000.0,0.4372122222222222
70, T,50,1, hostVIP,3.220809516502741,0.106292378411966,3000.0,0.9906628571428572
70, T,60,1, hostVIP,3.665990053995564,0.0823927176389298,3600.0,0.9703630952380952
70, T,70,1, hostVIP,4.09095370851961,0.0561354575433745,3600.0,0.8996540816326531
70, T,80,1, hostVIP,4.319075428228366,0.0274758189506652,4200.0,0.8108303571428571
70, T,90,1, hostVIP,4.368304835980497,0.0161252300751121,4800.0,0.724770634920635
70, T,100,1, hostVIP,4.376366249832012,0.0112630980012189,5400.0,0.6527535714285715
70, T,110,1, hostVIP,4.377258435372567,0.0106542380467571,6000.0,0.5934396103896105
70, T,120,1, hostVIP,4.377292329982157,0.0106540420227835,6600.0,0.5439863095238096
70, T,130,1, hostVIP,4.377317188117329,0.0106538305038353,6600.0,0.5021412087912088
70, T,140,1, hostVIP,4.377335882847582,0.0106536747757416,7200.0,0.4662739795918367
70, T,150,1, hostVIP,4.377350767494251,0.0106534572329864,7800.0,0.4351890476190476
70, B,50,1, hostVIP,3.331544301753027,0.1016948319602205,21000.0,0.9991728571428572
70, B,60,1, hostVIP,3.764692357034234,0.0836308388573415,25200.0,0.9934738095238096
70, B,70,1, hostVIP,4.242349196426545,0.0337324847427047,29400.0,0.9278663265306124
70, B,80,1, hostVIP,4.37698244320378,0.0106547401618791,33600.0,0.8159794642857143
70, B,90,1, hostVIP,4.377129246593988,0.0106550340688242,37800.0,0.7253150793650794
