n, q, tp, g, app, MOS, stdev, Queue
10, 10B, 150, 1, hostFDO, 4.267567375261483, 0.013871432402743552, 6727512
10, R, 50, 1, hostVID, 3.125388906821232, 0.13454244416797478, 52429024
10, R, 50, 1, hostLVD, 3.407818075560943, 0.07762398269886542, 52429024
10, R, 50, 1, hostFDO, 2.3769893639224358, 0.013498212073432157, 52429024
10, R, 60, 1, hostVID, 2.909177692732692, 0.09305138255483995, 52429024
10, R, 60, 1, hostLVD, 3.468603864322874, 0.06958213041936662, 52429024
10, R, 60, 1, hostFDO, 2.687492004437227, 0.012963031572510787, 52429024
10, R, 70, 1, hostVID, 3.135726608770418, 0.17941142801670396, 52429024
10, R, 70, 1, hostLVD, 3.5958748494116626, 0.13554142811729725, 52429024
10, R, 70, 1, hostFDO, 2.9507701075826542, 0.013218538514156658, 52429024
10, R, 80, 1, hostVID, 3.4481706100437686, 0.11934847442825013, 52429024
10, R, 80, 1, hostLVD, 3.797385243389965, 0.12832395466709795, 52429024
10, R, 80, 1, hostFDO, 3.1795074834461987, 0.01364704391447383, 52429024
10, R, 90, 1, hostVID, 3.6815544217911116, 0.11296429512875371, 52429024
10, R, 90, 1, hostLVD, 3.842218425810971, 0.05799730481706936, 52429024
10, R, 90, 1, hostFDO, 3.381703306600623, 0.013987778235520954, 52429024
10, R, 100, 1, hostVID, 3.764399763666779, 0.09619778595855734, 52429024
10, R, 100, 1, hostLVD, 3.9741983806314716, 0.09648704901240493, 52429024
10, R, 100, 1, hostFDO, 3.563311141224042, 0.014317446756492993, 52429024
10, R, 110, 1, hostVID, 3.8929252003191364, 0.06560592983367029, 52429024
10, R, 110, 1, hostLVD, 4.010694162652446, 0.11279156372319264, 52429024
10, R, 110, 1, hostFDO, 3.727993864826537, 0.014360392412708707, 52429024
10, R, 120, 1, hostVID, 3.9704244540750913, 0.06650852388713863, 52429024
10, R, 120, 1, hostLVD, 4.016019450090445, 0.08500564896682339, 52429024
10, R, 120, 1, hostFDO, 3.878659327360322, 0.01510351871499249, 52429024
10, R, 130, 1, hostVID, 4.03773263399448, 0.06611247315050078, 52429024
10, R, 130, 1, hostLVD, 4.1102273707595955, 0.0402991503269667, 52429024
10, R, 130, 1, hostFDO, 4.017703993658157, 0.015862940247840112, 52429024
10, R, 140, 1, hostVID, 4.099962642838305, 0.09015110356247626, 52429024
10, R, 140, 1, hostLVD, 4.186143536236094, 0.06869468510153706, 52429024
10, R, 140, 1, hostFDO, 4.146675933308523, 0.01696550280478963, 52429024
10, R, 150, 1, hostVID, 4.096751571727172, 0.11740493030969967, 52429024
10, R, 150, 1, hostLVD, 4.239421656746701, 0.056429949594615454, 52429024
10, R, 150, 1, hostFDO, 4.267567375261483, 0.013871432402743552, 52429024
20, T, 50, 1, hostVID, 2.3267686328235233, 0.29824652519162426, 59960
20, T, 50, 1, hostLVD, 2.087598664060514, 0.15363129977676449, 83944
20, T, 50, 1, hostFDO, 2.282386242769535, 0.12261308166690339, 107928
20, T, 60, 1, hostVID, 2.4380752379347337, 0.3362402856731146, 71952
20, T, 60, 1, hostLVD, 2.3728706738993575, 0.1303925145030931, 107928
20, T, 60, 1, hostFDO, 2.5963195766889244, 0.23087005186625015, 131912
20, T, 70, 1, hostVID, 2.5974011606315037, 0.3959177494038847, 71952
20, T, 70, 1, hostLVD, 2.5231845839100364, 0.16495776827272235, 119920
20, T, 70, 1, hostFDO, 2.8430620881852975, 0.1564381990405916, 143904
20, T, 80, 1, hostVID, 2.6624523922992784, 0.5983541275973968, 83944
20, T, 80, 1, hostLVD, 2.61057528445581, 0.15929198418813928, 131912
20, T, 80, 1, hostFDO, 3.0916348277159718, 0.19268966719341338, 167888
20, T, 90, 1, hostVID, 3.2055517661456046, 0.346407217975308, 95936
20, T, 90, 1, hostLVD, 2.8253916279870355, 0.2173869718009578, 155896
20, T, 90, 1, hostFDO, 3.284016036365182, 0.0896488013585915, 191872
20, T, 100, 1, hostVID, 3.275255904687958, 0.3870651307488871, 107928
20, T, 100, 1, hostLVD, 2.7550683078227394, 0.20814896225545865, 167888
20, T, 100, 1, hostFDO, 3.452158988783263, 0.15974133085182304, 203864
20, T, 110, 1, hostVID, 3.2659837094774673, 0.34258971877038563, 119920
20, T, 110, 1, hostLVD, 2.819267084452259, 0.1827514298450349, 179880
20, T, 110, 1, hostFDO, 3.6033158811853827, 0.07810130050418171, 227848
20, T, 120, 1, hostVID, 3.2631752128677096, 0.47946726077593665, 131912
20, T, 120, 1, hostLVD, 2.9898642657241745, 0.1635323265139473, 203864
20, T, 120, 1, hostFDO, 3.751354271941666, 0.06002763835618339, 251832
20, T, 130, 1, hostVID, 3.712809830628552, 0.2425903132740533, 131912
20, T, 130, 1, hostLVD, 3.086533891281907, 0.2013560433373825, 215856
20, T, 130, 1, hostFDO, 3.8611526086895958, 0.055161261410935004, 263824
20, T, 140, 1, hostVID, 3.688185139279901, 0.3261916188381753, 143904
20, T, 140, 1, hostLVD, 3.2768937449121567, 0.15617221977443113, 239840
20, T, 140, 1, hostFDO, 4.008162748454428, 0.06294274380603461, 287808
20, T, 150, 1, hostVID, 3.6772087984215767, 0.3451426548574044, 155896
20, T, 150, 1, hostLVD, 3.3141797482812616, 0.15720912233591577, 251832
20, T, 150, 1, hostFDO, 4.126555824672972, 0.06097114157658777, 311792
20, B, 50, 1, hostVID, 2.3614721584270706, 0.33093828043166074, 227848
20, B, 50, 1, hostLVD, 2.799910171837562, 0.19207361808745327, 371752
20, B, 50, 1, hostFDO, 2.3823341423403237, 0.1100733697606475, 455696
20, B, 60, 1, hostVID, 2.590435828295537, 0.34006973176348054, 275816
20, B, 60, 1, hostLVD, 3.076954391667194, 0.18504308223964164, 443704
20, B, 60, 1, hostFDO, 2.7038643657462105, 0.11940288852555463, 539640
20, B, 70, 1, hostVID, 2.755775701779191, 0.36340737328297473, 323784
20, B, 70, 1, hostLVD, 3.09744047219703, 0.18430631097781183, 515656
20, B, 70, 1, hostFDO, 2.951927085099741, 0.08107198322502882, 635576
20, B, 80, 1, hostVID, 2.889659688426373, 0.2558047271178933, 359760
20, B, 80, 1, hostLVD, 3.175610577247084, 0.14470245251807176, 587608
20, B, 80, 1, hostFDO, 3.1897773436301113, 0.08424327646594652, 719520
20, B, 90, 1, hostVID, 3.365056315147816, 0.3129146467400067, 407728
20, B, 90, 1, hostLVD, 3.2349080418321408, 0.2999484975070657, 659560
20, B, 90, 1, hostFDO, 3.3859385214422395, 0.06829238350807143, 815456
20, B, 100, 1, hostVID, 3.460685208875585, 0.3836407602605577, 455696
20, B, 100, 1, hostLVD, 3.2750307720191234, 0.11290691789866128, 731512
20, B, 100, 1, hostFDO, 3.5643635313983406, 0.07094327556172636, 899400
20, B, 110, 1, hostVID, 3.6532715570499787, 0.24851094563765483, 503664
20, B, 110, 1, hostLVD, 3.424532689345962, 0.28979185501439136, 803464
20, B, 110, 1, hostFDO, 3.7288895553632164, 0.05801593345245669, 995336
20, B, 120, 1, hostVID, 3.605541510165489, 0.3031701328269246, 539640
20, B, 120, 1, hostLVD, 3.466089294378713, 0.2182428155663872, 875416
20, B, 120, 1, hostFDO, 3.8767346146163444, 0.07055028958549421, 1079280
20, B, 130, 1, hostVID, 3.884555348086085, 0.2571469655426749, 587608
20, B, 130, 1, hostLVD, 3.4099571048272668, 0.44999051279995933, 947368
20, B, 130, 1, hostFDO, 4.0082607976471865, 0.07747092705606286, 1175216
20, B, 140, 1, hostVID, 3.858310558136432, 0.23242869757243062, 635576
20, B, 140, 1, hostLVD, 3.5778919819635413, 0.2018028783042849, 1019320
20, B, 140, 1, hostFDO, 4.12857496028389, 0.06609614523116165, 1259160
20, B, 150, 1, hostVID, 3.9057007448421666, 0.23299600954386127, 683544
20, B, 150, 1, hostLVD, 3.5257266794908206, 0.28709270143396665, 1103264
20, B, 150, 1, hostFDO, 4.246995114245461, 0.05165711641143249, 1355096
20, 5B, 50, 1, hostVID, 2.6529412687162512, 0.2157432881270444, 1127248
20, 5B, 50, 1, hostLVD, 3.032866512665444, 0.1432674748221733, 1822784
20, 5B, 50, 1, hostFDO, 2.44757281716196, 0.30606196583369133, 2242504
20, 5B, 60, 1, hostVID, 2.810670819835517, 0.20318776745037828, 1355096
20, 5B, 60, 1, hostLVD, 3.2699668991702824, 0.1059420708232068, 2194536
20, 5B, 60, 1, hostFDO, 2.798338708730406, 0.37650947234930077, 2698200
20, 5B, 70, 1, hostVID, 3.1773721830016886, 0.22554339166964477, 1570952
20, 5B, 70, 1, hostLVD, 3.293885132752203, 0.17909638000842468, 2554296
20, 5B, 70, 1, hostFDO, 3.0614914117812058, 0.1681320717943553, 3141904
20, 5B, 80, 1, hostVID, 3.3285965037172613, 0.2830306072331823, 1798800
20, 5B, 80, 1, hostLVD, 3.335530450972166, 0.2265402816281372, 2914056
20, 5B, 80, 1, hostFDO, 3.3440840982518707, 0.28731613991561156, 3585608
20, 5B, 90, 1, hostVID, 3.500915309032806, 0.1700344967023302, 2026648
20, 5B, 90, 1, hostLVD, 3.4209900437435796, 0.15304736494361404, 3285808
20, 5B, 90, 1, hostFDO, 3.565071011184802, 0.29111729489258, 4041304
20, 5B, 100, 1, hostVID, 3.6182262382091954, 0.23568905495243217, 2242504
20, 5B, 100, 1, hostLVD, 3.5450795555312427, 0.09126047244776342, 3645568
20, 5B, 100, 1, hostFDO, 3.697189516849431, 0.35481988568968703, 4485008
20, 5B, 110, 1, hostVID, 3.8504311021894253, 0.11889474840318233, 2470352
20, 5B, 110, 1, hostLVD, 3.557663924866189, 0.10097413678730538, 4005328
20, 5B, 110, 1, hostFDO, 3.8801888400114906, 0.2916095023836434, 4928712
20, 5B, 120, 1, hostVID, 3.8058638541254717, 0.22301728575610585, 2698200
20, 5B, 120, 1, hostLVD, 3.671656501841378, 0.20399903062604335, 4377080
20, 5B, 120, 1, hostFDO, 4.023333554744367, 0.22186750658456192, 5384408
20, 5B, 130, 1, hostVID, 3.871992477098193, 0.27294646318858284, 2914056
20, 5B, 130, 1, hostLVD, 3.7152382614245, 0.22067371091978105, 4736840
20, 5B, 130, 1, hostFDO, 4.114713918052293, 0.2036432507811251, 5828112
20, 5B, 140, 1, hostVID, 3.8495219705800223, 0.19683187361713214, 3141904
20, 5B, 140, 1, hostLVD, 3.770722867872092, 0.15193645420485322, 5096600
20, 5B, 140, 1, hostFDO, 4.254933383645277, 0.14960707498995324, 6283808
20, 5B, 150, 1, hostVID, 3.953643928094072, 0.1459899510897482, 3369752
20, 5B, 150, 1, hostLVD, 3.896544135333643, 0.15608178796168398, 5468352
20, 5B, 150, 1, hostFDO, 4.363667649963134, 0.11947493542102011, 6727512
20, 10B, 50, 1, hostVID, 2.731485043369131, 0.25145335852865436, 2242504
20, 10B, 50, 1, hostLVD, 3.1391146333371784, 0.10045177404157472, 3645568
20, 10B, 50, 1, hostFDO, 2.5120076507183153, 0.4325246320105134, 4485008
20, 10B, 60, 1, hostVID, 2.8378852861242634, 0.30181654135589736, 2698200
20, 10B, 60, 1, hostLVD, 3.2715514984577685, 0.13621864595444355, 4377080
20, 10B, 60, 1, hostFDO, 2.8489931984405175, 0.2639382786564131, 5384408
20, 10B, 70, 1, hostVID, 2.9905698633957134, 0.26358932920479894, 3141904
20, 10B, 70, 1, hostLVD, 3.43599683568252, 0.158735826250452, 5096600
20, 10B, 70, 1, hostFDO, 3.0435875515981703, 0.23988610821169631, 6283808
20, 10B, 80, 1, hostVID, 3.123013861016729, 0.2589506356609923, 3585608
20, 10B, 80, 1, hostLVD, 3.617973182257275, 0.18013890539183414, 5828112
20, 10B, 80, 1, hostFDO, 3.2821964511220134, 0.27040788743412536, 7171216
20, 10B, 90, 1, hostVID, 3.2887939406305846, 0.293643136314495, 4041304
20, 10B, 90, 1, hostLVD, 3.7762061183855398, 0.16263734950090253, 6559624
20, 10B, 90, 1, hostFDO, 3.5094926675419504, 0.16444115949740534, 8070616
20, 10B, 100, 1, hostVID, 3.5581298722171253, 0.2004514495629498, 4485008
20, 10B, 100, 1, hostLVD, 3.764082942379479, 0.0970987106029507, 7291136
20, 10B, 100, 1, hostFDO, 3.672067406478215, 0.22760883847078248, 8970016
20, 10B, 110, 1, hostVID, 3.368814823059058, 0.35433307142925574, 4928712
20, 10B, 110, 1, hostLVD, 3.733899045849108, 0.106415196762704, 8010656
20, 10B, 110, 1, hostFDO, 3.8370929603806045, 0.1885431293647046, 9857424
20, 10B, 120, 1, hostVID, 3.6385047623154803, 0.3000053646248208, 5384408
20, 10B, 120, 1, hostLVD, 3.7694715835622232, 0.10227267883026178, 8742168
20, 10B, 120, 1, hostFDO, 3.996767451431552, 0.15419966039522348, 10756824
20, 10B, 130, 1, hostVID, 3.7184625191191487, 0.19975900755190265, 5828112
20, 10B, 130, 1, hostLVD, 3.8333885876164127, 0.10803319431469192, 9473680
20, 10B, 130, 1, hostFDO, 4.1428209095083295, 0.15341843388502105, 11656224
20, 10B, 140, 1, hostVID, 3.720244664927972, 0.2901090943339365, 6283808
20, 10B, 140, 1, hostLVD, 3.824562166584826, 0.18142750599252697, 10193200
20, 10B, 140, 1, hostFDO, 4.254933383645277, 0.14960707498995324, 12555624
20, 10B, 150, 1, hostVID, 3.807373906880697, 0.2295737197338496, 6727512
20, 10B, 150, 1, hostLVD, 4.027439618666625, 0.16007854766360702, 10924712
20, 10B, 150, 1, hostFDO, 4.363667649963134, 0.11947493542102011, 13443032
20, R, 50, 1, hostVID, 2.3501336770625145, 0.3788456987745572, 52429024
20, R, 50, 1, hostLVD, 3.248501301414759, 0.14571218353711915, 52429024
20, R, 50, 1, hostFDO, 2.494520630292444, 0.3216013209009858, 52429024
20, R, 60, 1, hostVID, 2.5343375260832337, 0.3531155532856636, 52429024
20, R, 60, 1, hostLVD, 3.3867900758046052, 0.15267945198922062, 52429024
20, R, 60, 1, hostFDO, 2.7876986786989435, 0.28679356591940497, 52429024
20, R, 70, 1, hostVID, 2.8929737649176297, 0.3173196811492962, 52429024
20, R, 70, 1, hostLVD, 3.5920338425842213, 0.14060244375269995, 52429024
20, R, 70, 1, hostFDO, 3.0435875515981703, 0.23988610821169631, 52429024
20, R, 80, 1, hostVID, 2.9260130815511403, 0.33086120823596565, 52429024
20, R, 80, 1, hostLVD, 3.6459042321879656, 0.18357088770227112, 52429024
20, R, 80, 1, hostFDO, 3.2821964511220134, 0.27040788743412536, 52429024
20, R, 90, 1, hostVID, 3.2934682346102657, 0.3639837410365244, 52429024
20, R, 90, 1, hostLVD, 3.7762061183855398, 0.16263734950090253, 52429024
20, R, 90, 1, hostFDO, 3.5094926675419504, 0.16444115949740534, 52429024
20, R, 100, 1, hostVID, 3.378720175148223, 0.245091299457393, 52429024
20, R, 100, 1, hostLVD, 3.764082942379479, 0.0970987106029507, 52429024
20, R, 100, 1, hostFDO, 3.672067406478215, 0.22760883847078248, 52429024
20, R, 110, 1, hostVID, 3.4849212909355374, 0.37177286607149007, 52429024
20, R, 110, 1, hostLVD, 3.733899045849108, 0.106415196762704, 52429024
20, R, 110, 1, hostFDO, 3.8370929603806045, 0.1885431293647046, 52429024
20, R, 120, 1, hostVID, 3.5558180759964624, 0.3427283661378221, 52429024
20, R, 120, 1, hostLVD, 3.7694715835622232, 0.10227267883026178, 52429024
20, R, 120, 1, hostFDO, 3.996767451431552, 0.15419966039522348, 52429024
20, R, 130, 1, hostVID, 3.594155796791631, 0.3491240207674833, 52429024
20, R, 130, 1, hostLVD, 3.8333885876164127, 0.10803319431469192, 52429024
20, R, 130, 1, hostFDO, 4.1428209095083295, 0.15341843388502105, 52429024
20, R, 140, 1, hostVID, 3.720244664927972, 0.2901090943339365, 52429024
20, R, 140, 1, hostLVD, 3.824562166584826, 0.18142750599252697, 52429024
20, R, 140, 1, hostFDO, 4.254933383645277, 0.14960707498995324, 52429024
20, R, 150, 1, hostVID, 3.807373906880697, 0.2295737197338496, 52429024
20, R, 150, 1, hostLVD, 4.027439618666625, 0.16007854766360702, 52429024
20, R, 150, 1, hostFDO, 4.363667649963134, 0.11947493542102011, 52429024
30, T, 50, 1, hostVID, 2.0700991406832445, 0.365713886897756, 71952
30, T, 50, 1, hostLVD, 2.11861145232739, 0.11091811215408796, 107928
30, T, 50, 1, hostFDO, 2.2881260351258192, 0.21131163661813185, 131912
30, T, 60, 1, hostVID, 2.4438207028555645, 0.2604439990702004, 83944
30, T, 60, 1, hostLVD, 2.3235582025636345, 0.14807674127892756, 119920
30, T, 60, 1, hostFDO, 2.585161147122083, 0.1304193351664838, 155896
30, T, 70, 1, hostVID, 2.5790410601551907, 0.34215259235837603, 95936
30, T, 70, 1, hostLVD, 2.403744699397672, 0.21972820693714082, 143904
30, T, 70, 1, hostFDO, 2.8308283650164965, 0.1098330380766529, 179880
30, T, 80, 1, hostVID, 2.7616995834644227, 0.5315604516148711, 107928
30, T, 80, 1, hostLVD, 2.5315180620677955, 0.21815152722078793, 167888
30, T, 80, 1, hostFDO, 3.0925731925489974, 0.15908650730522442, 203864
30, T, 90, 1, hostVID, 3.081909703661127, 0.3599658956948611, 119920
30, T, 90, 1, hostLVD, 2.6252796971158667, 0.19040965103165017, 179880
30, T, 90, 1, hostFDO, 3.2691598595394233, 0.10800297387953411, 227848
30, T, 100, 1, hostVID, 3.0112182578264486, 0.4428929300025382, 131912
30, T, 100, 1, hostLVD, 2.8381442571745406, 0.201517103067512, 203864
30, T, 100, 1, hostFDO, 3.4394996091696544, 0.06552180246721892, 251832
30, T, 110, 1, hostVID, 3.113979151113025, 0.4275542386545743, 143904
30, T, 110, 1, hostLVD, 2.9889096474817998, 0.19985698654352, 227848
30, T, 110, 1, hostFDO, 3.619637809627057, 0.1361358028044781, 275816
30, T, 120, 1, hostVID, 3.489790103146616, 0.3679680454837745, 155896
30, T, 120, 1, hostLVD, 3.1006413369577133, 0.2146389476730426, 239840
30, T, 120, 1, hostFDO, 3.730492211861779, 0.05891496898259852, 299800
30, T, 130, 1, hostVID, 3.3471229476080313, 0.4006399589620954, 167888
30, T, 130, 1, hostLVD, 3.2567233059023164, 0.20119658317862993, 263824
30, T, 130, 1, hostFDO, 3.844878483452508, 0.04474520116082968, 323784
30, T, 140, 1, hostVID, 3.72814041445092, 0.25424677704476206, 179880
30, T, 140, 1, hostLVD, 3.262524433594347, 0.1994179111267407, 287808
30, T, 140, 1, hostFDO, 3.958004988466258, 0.05886013656089094, 347768
30, T, 150, 1, hostVID, 3.735502821151387, 0.26681382657096353, 191872
30, T, 150, 1, hostLVD, 3.3719752121650632, 0.22172225076841476, 299800
30, T, 150, 1, hostFDO, 4.121317495917389, 0.06920767377650992, 371752
30, B, 50, 1, hostVID, 2.2014631631018067, 0.23727812810433097, 347768
30, B, 50, 1, hostLVD, 2.6960478862576513, 0.17064427375951513, 551632
30, B, 50, 1, hostFDO, 2.4083636842587484, 0.11650940533634468, 683544
30, B, 60, 1, hostVID, 2.5804330585524773, 0.23430629243367998, 407728
30, B, 60, 1, hostLVD, 2.9571041222792855, 0.26172746908631633, 659560
30, B, 60, 1, hostFDO, 2.692225845271595, 0.09025161688058382, 815456
30, B, 70, 1, hostVID, 2.7710854231670057, 0.337028079528672, 479680
30, B, 70, 1, hostLVD, 3.0422839230391086, 0.26187418473705504, 767488
30, B, 70, 1, hostFDO, 2.9493252376933, 0.042523090569171605, 947368
30, B, 80, 1, hostVID, 2.9210036390428753, 0.34587923119707287, 539640
30, B, 80, 1, hostLVD, 3.2157525868771075, 0.2995135648299842, 875416
30, B, 80, 1, hostFDO, 3.196890819070763, 0.10214898466762876, 1079280
30, B, 90, 1, hostVID, 3.4658803580223485, 0.27591587666278145, 611592
30, B, 90, 1, hostLVD, 3.2271009303494056, 0.21330560659325387, 983344
30, B, 90, 1, hostFDO, 3.3874099436901814, 0.07841372135593076, 1211192
30, B, 100, 1, hostVID, 3.4443921868089027, 0.3177851399371865, 683544
30, B, 100, 1, hostLVD, 3.3161739874421037, 0.21905588478630408, 1103264
30, B, 100, 1, hostFDO, 3.5647480253442603, 0.08708466603508574, 1355096
30, B, 110, 1, hostVID, 3.446408512575635, 0.3701453448217053, 743504
30, B, 110, 1, hostLVD, 3.401141683885081, 0.2190960776614976, 1211192
30, B, 110, 1, hostFDO, 3.7451904033010965, 0.10196395580979323, 1487008
30, B, 120, 1, hostVID, 3.7530989838384725, 0.24817981737567132, 815456
30, B, 120, 1, hostLVD, 3.5556645634534836, 0.26574465505927114, 1319120
30, B, 120, 1, hostFDO, 3.873877130934042, 0.08619912420979461, 1618920
30, B, 130, 1, hostVID, 3.689039893906525, 0.2897602764559967, 875416
30, B, 130, 1, hostLVD, 3.5873668149188886, 0.300109292111881, 1427048
30, B, 130, 1, hostFDO, 4.00428273930079, 0.05386770457118874, 1750832
30, B, 140, 1, hostVID, 3.9935390295098556, 0.14751208827411574, 947368
30, B, 140, 1, hostLVD, 3.5461621181504697, 0.2974583421243496, 1534976
30, B, 140, 1, hostFDO, 4.11557637149993, 0.07708265788973864, 1882744
30, B, 150, 1, hostVID, 3.8605198261311364, 0.28003961429027374, 1019320
30, B, 150, 1, hostLVD, 3.5765814140433267, 0.4367101951168102, 1642904
30, B, 150, 1, hostFDO, 4.247014816957574, 0.07751819782865152, 2026648
30, 5B, 50, 1, hostVID, 2.5161420969915436, 0.3314192500413608, 1690872
30, 5B, 50, 1, hostLVD, 3.0479632358856508, 0.24351269714862533, 2734176
30, 5B, 50, 1, hostFDO, 2.47304863822026, 0.3265863290366844, 3369752
30, 5B, 60, 1, hostVID, 2.9068180102417114, 0.27952024802750874, 2026648
30, 5B, 60, 1, hostLVD, 3.1399839720744556, 0.2348898059574572, 3285808
30, 5B, 60, 1, hostFDO, 2.787303273550679, 0.2854316321347505, 4041304
30, 5B, 70, 1, hostVID, 3.055797875051788, 0.30769383244226894, 2362424
30, 5B, 70, 1, hostLVD, 3.2998863316439606, 0.17702648085537817, 3825448
30, 5B, 70, 1, hostFDO, 3.078865635586625, 0.2897893573401921, 4712856
30, 5B, 80, 1, hostVID, 3.326513617725025, 0.23796287223014426, 2698200
30, 5B, 80, 1, hostLVD, 3.3303954711692225, 0.19194009276112287, 4377080
30, 5B, 80, 1, hostFDO, 3.3387764864401297, 0.3479543420759877, 5384408
30, 5B, 90, 1, hostVID, 3.548628695045968, 0.19812909984623778, 3033976
30, 5B, 90, 1, hostLVD, 3.4465792011854255, 0.16428472011921438, 4916720
30, 5B, 90, 1, hostFDO, 3.5518080853816123, 0.28175618863949387, 6055960
30, 5B, 100, 1, hostVID, 3.7188788489206774, 0.20177339573271968, 3369752
30, 5B, 100, 1, hostLVD, 3.5453401919916083, 0.2038295184085727, 5468352
30, 5B, 100, 1, hostFDO, 3.7247955812048024, 0.2529345401251991, 6727512
30, 5B, 110, 1, hostVID, 3.8015103054447006, 0.19526744319962222, 3705528
30, 5B, 110, 1, hostLVD, 3.6109337337456204, 0.1801450102226532, 6007992
30, 5B, 110, 1, hostFDO, 3.8378506394335767, 0.21817904272370978, 7399064
30, 5B, 120, 1, hostVID, 3.87252787966438, 0.16131847449633818, 4041304
30, 5B, 120, 1, hostLVD, 3.7092870494149337, 0.22662145643447668, 6559624
30, 5B, 120, 1, hostFDO, 3.958051510446815, 0.16303363569252638, 8070616
30, 5B, 130, 1, hostVID, 3.8460248080356716, 0.25243724527992617, 4377080
30, 5B, 130, 1, hostLVD, 3.6879693921425014, 0.2653342683435276, 7099264
30, 5B, 130, 1, hostFDO, 4.071490146840335, 0.12770368400953996, 8742168
30, 5B, 140, 1, hostVID, 3.8851078951662465, 0.23066763207639812, 4712856
30, 5B, 140, 1, hostLVD, 3.7729449948369784, 0.42422910133444836, 7650896
30, 5B, 140, 1, hostFDO, 4.166204001453696, 0.15735485011044884, 9413720
30, 5B, 150, 1, hostVID, 3.9477636898988524, 0.21555564324048923, 5048632
30, 5B, 150, 1, hostLVD, 3.7847951184817594, 0.2491308658265774, 8190536
30, 5B, 150, 1, hostFDO, 4.264873595047617, 0.1390058445355651, 10085272
30, 10B, 50, 1, hostVID, 2.5932948753517566, 0.2981888590416043, 3369752
30, 10B, 50, 1, hostLVD, 3.134734893063321, 0.19103355163725594, 5468352
30, 10B, 50, 1, hostFDO, 2.5222398665337624, 0.47795265924232194, 6727512
30, 10B, 60, 1, hostVID, 2.8661067410162175, 0.3111286933828724, 4041304
30, 10B, 60, 1, hostLVD, 3.3092791016383565, 0.15801224737292452, 6559624
30, 10B, 60, 1, hostFDO, 2.85897256780907, 0.32225280993690675, 8070616
30, 10B, 70, 1, hostVID, 2.9345929521885634, 0.2717759660382274, 4712856
30, 10B, 70, 1, hostLVD, 3.3889132396395434, 0.1645983512866756, 7650896
30, 10B, 70, 1, hostFDO, 3.103436598075944, 0.34407716112960707, 9413720
30, 10B, 80, 1, hostVID, 3.1125037701844893, 0.2859620269028058, 5384408
30, 10B, 80, 1, hostLVD, 3.556320486880196, 0.1726114336172361, 8742168
30, 10B, 80, 1, hostFDO, 3.338666996474155, 0.3124008628164073, 10756824
30, 10B, 90, 1, hostVID, 3.3397518370934227, 0.32834828565405144, 6055960
30, 10B, 90, 1, hostLVD, 3.5223023237405076, 0.31153388852187025, 9833440
30, 10B, 90, 1, hostFDO, 3.5518080853816123, 0.28175618863949387, 12099928
30, 10B, 100, 1, hostVID, 3.4163812609752973, 0.3180896379268589, 6727512
30, 10B, 100, 1, hostLVD, 3.6183465270045216, 0.19225171596313925, 10924712
30, 10B, 100, 1, hostFDO, 3.7247955812048024, 0.2529345401251991, 13443032
30, 10B, 110, 1, hostVID, 3.4473080426688227, 0.2786995163468715, 7399064
30, 10B, 110, 1, hostLVD, 3.6109337337456204, 0.1801450102226532, 12015984
30, 10B, 110, 1, hostFDO, 3.8378506394335767, 0.21817904272370978, 14786136
30, 10B, 120, 1, hostVID, 3.7064314018710416, 0.2187302931666111, 8070616
30, 10B, 120, 1, hostLVD, 3.7092870494149337, 0.22662145643447668, 13107256
30, 10B, 120, 1, hostFDO, 3.958051510446815, 0.16303363569252638, 16129240
30, 10B, 130, 1, hostVID, 3.7750340924577652, 0.242005900595074, 8742168
30, 10B, 130, 1, hostLVD, 3.6879693921425014, 0.2653342683435276, 14198528
30, 10B, 130, 1, hostFDO, 4.071490146840335, 0.12770368400953996, 17472344
30, 10B, 140, 1, hostVID, 3.819451514992751, 0.2139496869354276, 9413720
30, 10B, 140, 1, hostLVD, 3.7729449948369784, 0.42422910133444836, 15289800
30, 10B, 140, 1, hostFDO, 4.166204001453696, 0.15735485011044884, 18827440
30, 10B, 150, 1, hostVID, 3.822992715575007, 0.2355696331020441, 10085272
30, 10B, 150, 1, hostLVD, 3.7847951184817594, 0.2491308658265774, 16381072
30, 10B, 150, 1, hostFDO, 4.264873595047617, 0.1390058445355651, 20170544
30, R, 50, 1, hostVID, 2.3037816527355104, 0.3173814909190719, 52429024
30, R, 50, 1, hostLVD, 3.122316344336585, 0.22237234548964882, 52429024
30, R, 50, 1, hostFDO, 2.5222398665337624, 0.47795265924232194, 52429024
30, R, 60, 1, hostVID, 2.683877075940815, 0.30858136984170054, 52429024
30, R, 60, 1, hostLVD, 3.3092791016383565, 0.15801224737292452, 52429024
30, R, 60, 1, hostFDO, 2.85897256780907, 0.32225280993690675, 52429024
30, R, 70, 1, hostVID, 2.9268712324599933, 0.2630365084688594, 52429024
30, R, 70, 1, hostLVD, 3.3889132396395434, 0.1645983512866756, 52429024
30, R, 70, 1, hostFDO, 3.103436598075944, 0.34407716112960707, 52429024
30, R, 80, 1, hostVID, 3.0526572043551203, 0.2880305275812747, 52429024
30, R, 80, 1, hostLVD, 3.556320486880196, 0.1726114336172361, 52429024
30, R, 80, 1, hostFDO, 3.338666996474155, 0.3124008628164073, 52429024
30, R, 90, 1, hostVID, 3.3397518370934227, 0.32834828565405144, 52429024
