n, q, tp, g, app, MOS, stdev, Queue
30, B, 90, S, hostVIP, 4.37871267425088, 0.010169525023941889
30, B, 90, S, hostVID, 3.4658803580223485, 0.27591587666278145
30, B, 90, S, hostLVD, 3.2271009303494056, 0.21330560659325387
30, B, 90, S, hostFDO, 3.3874099436901814, 0.07841372135593076
30, B, 100, S, hostVIP, 4.3788625455641235, 0.010169349064811404
30, B, 100, S, hostVID, 3.4443921868089027, 0.3177851399371865
30, B, 100, S, hostLVD, 3.3161739874421037, 0.21905588478630408
30, B, 100, S, hostFDO, 3.5647480253442603, 0.08708466603508574
30, B, 110, S, hostVID, 3.446408512575635, 0.3701453448217053
30, B, 110, S, hostLVD, 3.401141683885081, 0.2190960776614976
30, B, 120, S, hostVID, 3.7530989838384725, 0.24817981737567132
30, B, 120, S, hostLVD, 3.5556645634534836, 0.26574465505927114
30, B, 130, S, hostVID, 3.689039893906525, 0.2897602764559967
30, B, 130, S, hostLVD, 3.5873668149188886, 0.300109292111881
30, B, 140, S, hostVID, 3.9935390295098556, 0.14751208827411574
30, B, 140, S, hostLVD, 3.5461621181504697, 0.2974583421243496
30, B, 150, S, hostVID, 3.8605198261311364, 0.28003961429027374
30, B, 150, S, hostLVD, 3.5765814140433267, 0.4367101951168102
30, B, 50, F, hostVIP, 2.4183124397560163, 0.1361769882091852
30, B, 50, F, hostVID, 1.3132370906536053, 0.0026711812561507533
30, B, 50, F, hostLVD, 1.517351866415085, 0.07280094733216774
30, B, 50, F, hostFDO, 1.9156684917751612, 0.05980360742953752
30, B, 60, F, hostVIP, 2.85597296546168, 0.14036215120618625
30, B, 60, F, hostVID, 2.7538612515859375, 0.18994212577297553
30, B, 60, F, hostLVD, 1.5612756313176939, 0.08139567345320495
30, B, 60, F, hostFDO, 2.575597811701513, 0.002492657076474414
30, B, 70, F, hostVIP, 3.341667596512349, 0.13125528925903449
30, B, 70, F, hostVID, 3.0835981020943697, 0.07379883371947563
30, B, 70, F, hostLVD, 2.0410405840247523, 0.11038164844523894
30, B, 70, F, hostFDO, 2.822976155463783, 1.9441430118818094e-05
30, B, 80, F, hostVIP, 3.8955194267611493, 0.07732268646384366
30, B, 80, F, hostVID, 3.0776695241028706, 0.2039423666214061
30, B, 80, F, hostLVD, 2.081516402056449, 0.09640816551331681
30, B, 80, F, hostFDO, 2.015102607200095, 0.04413734180971369
30, B, 90, F, hostVIP, 4.315607571691318, 0.028676733583889027
30, B, 90, F, hostVID, 3.1336845929711514, 0.15373915098161958
30, B, 90, F, hostLVD, 2.1167638910322037, 0.14061263159445578
30, B, 90, F, hostFDO, 3.263879969780971, 0.0027204620583967886
30, B, 100, F, hostVIP, 4.378865494983501, 0.01017694316729796
30, B, 100, F, hostVID, 3.0672402032535815, 0.1979158661434444
30, B, 100, F, hostLVD, 2.3018310338554353, 0.17029890316395924
30, B, 100, F, hostFDO, 3.4334780239958, 0.0027038368171594463
30, B, 110, F, hostVID, 3.4751929323133313, 0.12329351499821209
30, B, 110, F, hostLVD, 2.3147192483362202, 0.14380334093510558
30, B, 110, F, hostFDO, 3.5803721090196046, 0.004668735146841395
30, B, 120, F, hostVID, 3.708391194097457, 0.06442125366940832
30, B, 120, F, hostLVD, 2.457110114001282, 0.1881699944595644
30, B, 120, F, hostFDO, 3.727481696367621, 2.7888384921562846e-05
30, B, 130, F, hostVID, 3.7850361973382056, 0.03779509510744661
30, B, 130, F, hostLVD, 2.1850340842972362, 0.17415926945395085
30, B, 130, F, hostFDO, 3.8388494798998773, 0.0073382266282357176
30, B, 140, F, hostVID, 3.8467279665810885, 0.04196529115741035
30, B, 140, F, hostLVD, 2.495974832771796, 0.18078581466337415
30, B, 140, F, hostFDO, 3.969253038178111, 0.003423435354125109
30, B, 150, F, hostVID, 3.9173882550355, 0.062398147313164204
30, B, 150, F, hostLVD, 2.4401354022577917, 0.24624851698728853
30, B, 150, F, hostFDO, 4.080196892900015, 2.6157819073179917e-05
30, 5B, 50, S, hostVIP, 3.1353844937691884, 0.12174859169713727
30, 5B, 50, S, hostVID, 2.5161420969915436, 0.3314192500413608
30, 5B, 50, S, hostLVD, 3.0479632358856508, 0.24351269714862533
30, 5B, 50, S, hostFDO, 2.47304863822026, 0.3265863290366844
30, 5B, 60, S, hostVIP, 3.070177692581875, 0.0996197188361452
30, 5B, 60, S, hostVID, 2.9068180102417114, 0.27952024802750874
30, 5B, 60, S, hostLVD, 3.1399839720744556, 0.2348898059574572
30, 5B, 60, S, hostFDO, 2.787303273550679, 0.2854316321347505
30, 5B, 70, S, hostVIP, 3.4907000495406226, 0.06869041328575984
30, 5B, 70, S, hostVID, 3.055797875051788, 0.30769383244226894
30, 5B, 70, S, hostLVD, 3.2998863316439606, 0.17702648085537817
30, 5B, 70, S, hostFDO, 3.078865635586625, 0.2897893573401921
30, 5B, 80, S, hostVIP, 4.267699802921254, 0.01935045960684427
30, 5B, 80, S, hostVID, 3.326513617725025, 0.23796287223014426
30, 5B, 80, S, hostLVD, 3.3303954711692225, 0.19194009276112287
30, 5B, 80, S, hostFDO, 3.3387764864401297, 0.3479543420759877
30, 5B, 90, S, hostVIP, 4.37871267425088, 0.010169525023941889
30, 5B, 90, S, hostVID, 3.548628695045968, 0.19812909984623778
30, 5B, 90, S, hostLVD, 3.4465792011854255, 0.16428472011921438
30, 5B, 90, S, hostFDO, 3.5518080853816123, 0.28175618863949387
30, 5B, 100, S, hostVIP, 4.3788625455641235, 0.010169349064811404
30, 5B, 100, S, hostVID, 3.7188788489206774, 0.20177339573271968
30, 5B, 100, S, hostLVD, 3.5453401919916083, 0.2038295184085727
30, 5B, 100, S, hostFDO, 3.7247955812048024, 0.2529345401251991
30, 5B, 110, S, hostVID, 3.8015103054447006, 0.19526744319962222
30, 5B, 110, S, hostLVD, 3.6109337337456204, 0.1801450102226532
30, 5B, 120, S, hostVID, 3.87252787966438, 0.16131847449633818
30, 5B, 120, S, hostLVD, 3.7092870494149337, 0.22662145643447668
30, 5B, 130, S, hostVID, 3.8460248080356716, 0.25243724527992617
30, 5B, 130, S, hostLVD, 3.6879693921425014, 0.2653342683435276
30, 5B, 140, S, hostVID, 3.8851078951662465, 0.23066763207639812
30, 5B, 140, S, hostLVD, 3.7729449948369784, 0.42422910133444836
30, 5B, 150, S, hostVID, 3.9477636898988524, 0.21555564324048923
30, 5B, 150, S, hostLVD, 3.7847951184817594, 0.2491308658265774
30, 5B, 50, F, hostVIP, 2.254107112901404, 0.14423672853437444
30, 5B, 50, F, hostVID, 2.9450735872798957, 0.13092946204588624
30, 5B, 50, F, hostLVD, 3.298730655434168, 0.029071861027717392
30, 5B, 50, F, hostFDO, 2.3058002316990094, 0.0027960511410386403
30, 5B, 60, F, hostVIP, 2.673527058652781, 0.14940617839032871
30, 5B, 60, F, hostVID, 2.939843653765336, 0.2546365011503467
30, 5B, 60, F, hostLVD, 3.337520764276277, 0.0228771985239123
30, 5B, 60, F, hostFDO, 2.605201944427085, 0.000798578253327009
30, 5B, 70, F, hostVIP, 3.1325065091348856, 0.16081323451344343
30, 5B, 70, F, hostVID, 2.8073611159991527, 0.15594889399218842
30, 5B, 70, F, hostLVD, 3.3228442014925053, 0.03809108735929446
30, 5B, 70, F, hostFDO, 2.860578987457559, 3.281961272853335e-05
30, 5B, 80, F, hostVIP, 3.684435185136224, 0.11345657589888654
30, 5B, 80, F, hostVID, 3.2929297021022506, 0.17010467908451127
30, 5B, 80, F, hostLVD, 3.406206884117773, 0.021237611837263196
30, 5B, 80, F, hostFDO, 3.0728603636074245, 0.004470450558291007
30, 5B, 90, F, hostVIP, 4.2249819348968956, 0.05859947409248766
30, 5B, 90, F, hostVID, 3.5249834283070327, 0.10470904825055502
30, 5B, 90, F, hostLVD, 3.417248823907764, 0.02026391360741785
30, 5B, 90, F, hostFDO, 3.269062440219767, 2.6144049383434095e-05
30, 5B, 100, F, hostVIP, 4.378865494983501, 0.01017694316729796
30, 5B, 100, F, hostVID, 3.690290294141349, 0.06885886758302867
30, 5B, 100, F, hostLVD, 3.4180444359036573, 0.02104999799706754
30, 5B, 100, F, hostFDO, 3.4392040178805208, 3.419832523344383e-05
30, 5B, 110, F, hostVID, 3.7814319120892956, 0.053655309350360184
30, 5B, 110, F, hostLVD, 3.5935665062280293, 0.1475636723696481
30, 5B, 110, F, hostFDO, 3.5489031031122797, 0.0030907248150259872
30, 5B, 120, F, hostVID, 3.868813619734167, 0.05064767960746079
30, 5B, 120, F, hostLVD, 3.908532307744646, 0.08956967336961547
30, 5B, 120, F, hostFDO, 3.7308585985567926, 2.055736878230705e-05
30, 5B, 130, F, hostVID, 3.9828062390797867, 0.04644568773562121
30, 5B, 130, F, hostLVD, 4.0143367472857046, 0.04921375379549426
30, 5B, 130, F, hostFDO, 3.859480633418859, 4.2418083455240324e-05
30, 5B, 140, F, hostVID, 4.0494759864769625, 0.10607891288658808
30, 5B, 140, F, hostLVD, 4.005869639160656, 0.06081078005059002
30, 5B, 140, F, hostFDO, 3.984618807003841, 6.0600455608926606e-05
30, 5B, 150, F, hostVID, 4.035276042917343, 0.1994943598670789
30, 5B, 150, F, hostLVD, 3.958375112858906, 0.05882956983628858
30, 5B, 150, F, hostFDO, 4.032993561552367, 0.0008865000573367527
30, 10B, 50, S, hostVIP, 2.7874936674567743, 0.10358139302283748
30, 10B, 50, S, hostVID, 2.5932948753517566, 0.2981888590416043
30, 10B, 50, S, hostLVD, 3.134734893063321, 0.19103355163725594
30, 10B, 50, S, hostFDO, 2.5222398665337624, 0.47795265924232194
30, 10B, 60, S, hostVIP, 2.7802232024185365, 0.1079360631434194
30, 10B, 60, S, hostVID, 2.8661067410162175, 0.3111286933828724
30, 10B, 60, S, hostLVD, 3.3092791016383565, 0.15801224737292452
30, 10B, 60, S, hostFDO, 2.85897256780907, 0.32225280993690675
30, 10B, 70, S, hostVIP, 3.411770818316624, 0.08605498812384708
30, 10B, 70, S, hostVID, 2.9345929521885634, 0.2717759660382274
30, 10B, 70, S, hostLVD, 3.3889132396395434, 0.1645983512866756
30, 10B, 70, S, hostFDO, 3.103436598075944, 0.34407716112960707
30, 10B, 80, S, hostVIP, 4.265728737266317, 0.02028919952791328
30, 10B, 80, S, hostVID, 3.1125037701844893, 0.2859620269028058
30, 10B, 80, S, hostLVD, 3.556320486880196, 0.1726114336172361
30, 10B, 80, S, hostFDO, 3.338666996474155, 0.3124008628164073
30, 10B, 90, S, hostVIP, 4.37871267425088, 0.010169525023941889
30, 10B, 90, S, hostVID, 3.3397518370934227, 0.32834828565405144
30, 10B, 90, S, hostLVD, 3.5223023237405076, 0.31153388852187025
30, 10B, 90, S, hostFDO, 3.5518080853816123, 0.28175618863949387
30, 10B, 100, S, hostVIP, 4.3788625455641235, 0.010169349064811404
30, 10B, 100, S, hostVID, 3.4163812609752973, 0.3180896379268589
30, 10B, 100, S, hostLVD, 3.6183465270045216, 0.19225171596313925
30, 10B, 100, S, hostFDO, 3.7247955812048024, 0.2529345401251991
30, 10B, 110, S, hostVID, 3.4473080426688227, 0.2786995163468715
30, 10B, 110, S, hostLVD, 3.6109337337456204, 0.1801450102226532
30, 10B, 120, S, hostVID, 3.7064314018710416, 0.2187302931666111
30, 10B, 120, S, hostLVD, 3.7092870494149337, 0.22662145643447668
30, 10B, 130, S, hostVID, 3.7750340924577652, 0.242005900595074
30, 10B, 130, S, hostLVD, 3.6879693921425014, 0.2653342683435276
30, 10B, 140, S, hostVID, 3.819451514992751, 0.2139496869354276
30, 10B, 140, S, hostLVD, 3.7729449948369784, 0.42422910133444836
30, 10B, 150, S, hostVID, 3.822992715575007, 0.2355696331020441
30, 10B, 150, S, hostLVD, 3.7847951184817594, 0.2491308658265774
30, 10B, 50, F, hostVIP, 2.188595101564368, 0.13806828012174482
30, 10B, 50, F, hostVID, 3.1478924091474543, 0.04308812725049223
30, 10B, 50, F, hostLVD, 3.3696246707157735, 0.030762125177026957
30, 10B, 50, F, hostFDO, 2.307141515965091, 3.136769749657299e-05
30, 10B, 60, F, hostVIP, 2.5750552373804276, 0.15808014363751943
30, 10B, 60, F, hostVID, 2.6772373197587283, 0.16415422235512697
30, 10B, 60, F, hostLVD, 3.3556070018324338, 0.026222818344856
30, 10B, 60, F, hostFDO, 2.5796020985352035, 2.1985265925251373e-05
30, 10B, 70, F, hostVIP, 3.0644685076549707, 0.16992647748119696
30, 10B, 70, F, hostVID, 2.8257353735227153, 0.1454599068749447
30, 10B, 70, F, hostLVD, 3.3387709476124634, 0.03930527820352027
30, 10B, 70, F, hostFDO, 2.858033021543821, 2.6059599880333954e-05
30, 10B, 80, F, hostVIP, 3.633581533990048, 0.1333022393196685
30, 10B, 80, F, hostVID, 3.300062209053326, 0.18493346324667373
30, 10B, 80, F, hostLVD, 3.3539242787642722, 0.04973002703547918
30, 10B, 80, F, hostFDO, 3.078923164563358, 0.0003759372345767332
30, 10B, 90, F, hostVIP, 4.212605162128639, 0.0665119187283601
30, 10B, 90, F, hostVID, 3.573430520147387, 0.10740524927047047
30, 10B, 90, F, hostLVD, 3.3142160026476364, 0.05022846606507792
30, 10B, 90, F, hostFDO, 3.2732605014367016, 2.577107008846225e-05
30, 10B, 100, F, hostVIP, 4.378865494983501, 0.01017694316729796
30, 10B, 100, F, hostVID, 3.731506911645313, 0.04274360692819255
30, 10B, 100, F, hostLVD, 3.2647401154670934, 0.038009434281448214
30, 10B, 100, F, hostFDO, 3.4466327447206053, 4.4809271732288896e-05
30, 10B, 110, F, hostVID, 3.8071088257264645, 0.05073596171253795
30, 10B, 110, F, hostLVD, 3.6323240941940784, 0.07609580282399131
30, 10B, 110, F, hostFDO, 3.667904198934176, 2.0025321964623008e-05
30, 10B, 120, F, hostVID, 3.8941639774594377, 0.05538481052978616
30, 10B, 120, F, hostLVD, 3.8027930945990134, 0.08270690558434281
30, 10B, 120, F, hostFDO, 3.8137246386286416, 2.6081425289598084e-05
30, 10B, 130, F, hostVID, 4.002710449351503, 0.04129112208876422
30, 10B, 130, F, hostLVD, 3.8516551207878718, 0.12267494360203952
30, 10B, 130, F, hostFDO, 3.947836001885325, 2.9763719911548384e-05
30, 10B, 140, F, hostVID, 4.025811262148721, 0.1606711872558978
30, 10B, 140, F, hostLVD, 3.985516157892801, 0.06560507455423929
30, 10B, 140, F, hostFDO, 4.07198423347023, 2.3944439661889005e-05
30, 10B, 150, F, hostVID, 4.0295786071916995, 0.19997118584658943
30, 10B, 150, F, hostLVD, 4.317113723044779, 0.033182998038634816
30, 10B, 150, F, hostFDO, 4.187530398871504, 3.178230232623548e-05
30, R, 50, S, hostVIP, 1.1113338078618382, 0.020568961905319427
30, R, 50, S, hostVID, 2.3037816527355104, 0.3173814909190719
30, R, 50, S, hostLVD, 3.122316344336585, 0.22237234548964882
30, R, 50, S, hostFDO, 2.5222398665337624, 0.47795265924232194
30, R, 60, S, hostVIP, 1.610328340919961, 0.07364068376950307
30, R, 60, S, hostVID, 2.683877075940815, 0.30858136984170054
30, R, 60, S, hostLVD, 3.3092791016383565, 0.15801224737292452
30, R, 60, S, hostFDO, 2.85897256780907, 0.32225280993690675
30, R, 70, S, hostVIP, 3.3536034666634422, 0.08836178635630082
30, R, 70, S, hostVID, 2.9268712324599933, 0.2630365084688594
30, R, 70, S, hostLVD, 3.3889132396395434, 0.1645983512866756
30, R, 70, S, hostFDO, 3.103436598075944, 0.34407716112960707
30, R, 80, S, hostVIP, 4.265728737266317, 0.02028919952791328
30, R, 80, S, hostVID, 3.0526572043551203, 0.2880305275812747
30, R, 80, S, hostLVD, 3.556320486880196, 0.1726114336172361
30, R, 80, S, hostFDO, 3.338666996474155, 0.3124008628164073
30, R, 90, S, hostVIP, 4.37871267425088, 0.010169525023941889
30, R, 90, S, hostVID, 3.3397518370934227, 0.32834828565405144
30, R, 90, S, hostLVD, 3.5223023237405076, 0.31153388852187025
30, R, 90, S, hostFDO, 3.5518080853816123, 0.28175618863949387
30, R, 100, S, hostVIP, 4.3788625455641235, 0.010169349064811404
30, R, 100, S, hostVID, 3.4163812609752973, 0.3180896379268589
30, R, 100, S, hostLVD, 3.6183465270045216, 0.19225171596313925
30, R, 100, S, hostFDO, 3.7247955812048024, 0.2529345401251991
30, R, 110, S, hostVID, 3.4473080426688227, 0.2786995163468715
30, R, 110, S, hostLVD, 3.6109337337456204, 0.1801450102226532
30, R, 120, S, hostVID, 3.7064314018710416, 0.2187302931666111
30, R, 120, S, hostLVD, 3.7092870494149337, 0.22662145643447668
30, R, 130, S, hostVID, 3.7750340924577652, 0.242005900595074
30, R, 130, S, hostLVD, 3.6879693921425014, 0.2653342683435276
30, R, 140, S, hostVID, 3.819451514992751, 0.2139496869354276
30, R, 140, S, hostLVD, 3.7729449948369784, 0.42422910133444836
30, R, 150, S, hostVID, 3.822992715575007, 0.2355696331020441
30, R, 150, S, hostLVD, 3.7847951184817594, 0.2491308658265774
30, R, 50, F, hostVIP, 1.0298098559874265, 0.036219223890428476
30, R, 50, F, hostVID, 3.1646318937637377, 0.04425669722943254
30, R, 50, F, hostLVD, 3.3534077481970512, 0.060577213595981894
30, R, 50, F, hostFDO, 2.3449248396900138, 1.2591499936185696e-05
30, R, 60, F, hostVIP, 1.1227668572492193, 0.08162489632501504
30, R, 60, F, hostVID, 2.6518007225031015, 0.14086368867664492
30, R, 60, F, hostLVD, 3.372449447213364, 0.04380709138994526
30, R, 60, F, hostFDO, 2.6509818404047203, 1.7231636204995293e-05
30, R, 70, F, hostVIP, 1.925234804459008, 0.3015781826744453
30, R, 70, F, hostVID, 2.848725266910558, 0.15963675379224054
30, R, 70, F, hostLVD, 3.3724840152286597, 0.04999495497697202
30, R, 70, F, hostFDO, 2.9096780641693596, 3.144979387867263e-05
30, R, 80, F, hostVIP, 3.2562477197827073, 0.25723439096944994
30, R, 80, F, hostVID, 3.2593899104870885, 0.12307636616586164
30, R, 80, F, hostLVD, 3.3892130259523268, 0.049148623477411384
30, R, 80, F, hostFDO, 3.1337580745107423, 1.3932772457637319e-05
30, R, 90, F, hostVIP, 4.188911810318042, 0.09202977428464267
30, R, 90, F, hostVID, 3.55224693555826, 0.10904527944221189
30, R, 90, F, hostLVD, 3.38461766740835, 0.04653841591398957
30, R, 90, F, hostFDO, 3.3313551299308615, 1.6171064295507684e-05
30, R, 100, F, hostVIP, 4.378865494983501, 0.01017694316729796
30, R, 100, F, hostVID, 3.744138145778331, 0.039005380960426474
30, R, 100, F, hostLVD, 3.3916590209405326, 0.05098347361823073
30, R, 100, F, hostFDO, 3.508101228843214, 1.3327374765014953e-05
30, R, 110, F, hostVID, 3.8298653212250566, 0.042545184168246035
30, R, 110, F, hostLVD, 4.295379950437072, 0.04471784629009666
30, R, 110, F, hostFDO, 3.667904198934176, 2.0025321964623008e-05
30, R, 120, F, hostVID, 3.9303845265306556, 0.03636916986600554
30, R, 120, F, hostLVD, 4.329739329857354, 0.03931662491827338
30, R, 120, F, hostFDO, 3.8137246386286416, 2.6081425289598084e-05
30, R, 130, F, hostVID, 3.9909184357467025, 0.11010302283778775
30, R, 130, F, hostLVD, 4.335333843613557, 0.03433561716568574
30, R, 130, F, hostFDO, 3.947836001885325, 2.9763719911548384e-05
30, R, 140, F, hostVID, 4.0793477388243575, 0.13482040501486345
30, R, 140, F, hostLVD, 4.337996576159224, 0.03330619357039801
30, R, 140, F, hostFDO, 4.07198423347023, 2.3944439661889005e-05
30, R, 150, F, hostVID, 3.9670112289945254, 0.26997291236036997
30, R, 150, F, hostLVD, 4.32799313648859, 0.033471740717594574
30, R, 150, F, hostFDO, 4.187530398871504, 3.178230232623548e-05
40, T, 50, S, hostVIP, 3.2207550903667372, 0.10437190857810962
40, T, 50, S, hostVID, 2.1496068669024, 0.2123686350672931
40, T, 50, S, hostLVD, 2.1134752828645786, 0.1380150268563176
40, T, 50, S, hostFDO, 2.2635590189475496, 0.2594896502084463
40, T, 60, S, hostVIP, 3.606253291792462, 0.11445251444283679
40, T, 60, S, hostVID, 2.237317628762401, 0.29048900394407823
40, T, 60, S, hostLVD, 2.273184347323928, 0.1882058292115569
40, T, 60, S, hostFDO, 2.5862872086585753, 0.18007373352990583
40, T, 70, S, hostVIP, 4.077428689173731, 0.06208440819760598
40, T, 70, S, hostVID, 2.6304508694105295, 0.3198070210649244
40, T, 70, S, hostLVD, 2.3608306505830305, 0.17446313280475112
40, T, 70, S, hostFDO, 2.868031126124555, 0.1685646454178568
40, T, 80, S, hostVIP, 4.327779278702499, 0.03169226375422503
40, T, 80, S, hostVID, 2.587773049752129, 0.3401713434110203
40, T, 80, S, hostLVD, 2.557998150637023, 0.2033291836857081
40, T, 80, S, hostFDO, 3.0837730240824355, 0.12758127319777562
40, T, 90, S, hostVIP, 4.360343040973743, 0.018658901339152965
40, T, 90, S, hostVID, 3.0242788931140336, 0.30470267527390454
40, T, 90, S, hostLVD, 2.7585247149589263, 0.2099879844654007
40, T, 90, S, hostFDO, 3.270516396458249, 0.10777203219341602
40, T, 100, S, hostVIP, 4.372712447043234, 0.011844163764103795
40, T, 100, S, hostVID, 2.9933327556008256, 0.4259252418129149
40, T, 100, S, hostLVD, 2.717288013229711, 0.1754925514037338
40, T, 100, S, hostFDO, 3.4361385656070214, 0.08018666184810154
40, T, 110, S, hostVID, 3.258491482002018, 0.3640151420119315
40, T, 110, S, hostLVD, 2.8619768786465505, 0.20424577445862083
40, T, 120, S, hostVID, 3.2613988926391992, 0.34270302192378777
40, T, 120, S, hostLVD, 3.051228457693789, 0.19050840610301492
40, T, 130, S, hostVID, 3.591223580714931, 0.31057852393940893
40, T, 130, S, hostLVD, 3.207666553614736, 0.22894823077129042
40, T, 140, S, hostVID, 3.5684407626470414, 0.3696345179831689
40, T, 140, S, hostLVD, 3.310979139449741, 0.19553421455965392
40, T, 150, S, hostVID, 3.7807121539544264, 0.26886043210881116
40, T, 150, S, hostLVD, 3.414076133037502, 0.3223094149605335
40, B, 50, S, hostVIP, 3.3178223704498797, 0.12783360711135064
40, B, 50, S, hostVID, 2.2271695513400993, 0.2550563457204964
40, B, 50, S, hostLVD, 2.643882515877478, 0.2421424929690338
40, B, 50, S, hostFDO, 2.402928143078681, 0.12986120549647548
40, B, 60, S, hostVIP, 3.7521534525377733, 0.10168706709191136
40, B, 60, S, hostVID, 2.432568933731158, 0.25659470382804955
40, B, 60, S, hostLVD, 2.7553241203269097, 0.1781666422424539
40, B, 60, S, hostFDO, 2.700914476417681, 0.13113588642192772
40, B, 70, S, hostVIP, 4.21128226797758, 0.04657351913368239
40, B, 70, S, hostVID, 2.829268673441988, 0.32624843394912895
40, B, 70, S, hostLVD, 3.0344681804755926, 0.23439137792492415
40, B, 70, S, hostFDO, 2.9604905636061956, 0.09554990241380643
40, B, 80, S, hostVIP, 4.373772096194877, 0.0102748880717692
40, B, 80, S, hostVID, 2.9354743661891938, 0.3394175849430894
40, B, 80, S, hostLVD, 3.195648166235338, 0.23710858177043184
40, B, 80, S, hostFDO, 3.187367911877918, 0.07862360415515551
40, B, 90, S, hostVIP, 4.377213461022629, 0.009296922356816305
40, B, 90, S, hostVID, 3.2804784157074547, 0.4097017378538823
40, B, 90, S, hostLVD, 3.1987366455419832, 0.2114413500258218
40, B, 90, S, hostFDO, 3.3950714738042715, 0.06652227055210125
40, B, 100, S, hostVIP, 4.377330948751046, 0.009297420222158998
40, B, 100, S, hostVID, 3.3187763415356133, 0.359700231492339
40, B, 100, S, hostLVD, 3.305807475201602, 0.26615948931011163
40, B, 100, S, hostFDO, 3.569394422708477, 0.0718817906597909
40, B, 110, S, hostVID, 3.689572803365377, 0.2414845893637122
40, B, 110, S, hostLVD, 3.446883626189095, 0.31211259867838814
40, B, 120, S, hostVID, 3.730437288284065, 0.2973394047500167
40, B, 120, S, hostLVD, 3.372766792610984, 0.31498929100147144
40, B, 130, S, hostVID, 3.808803390075976, 0.2662946886116218
40, B, 130, S, hostLVD, 3.5098208530618797, 0.34236791828221586
40, B, 140, S, hostVID, 3.7741737807184177, 0.2986196577620502
40, B, 140, S, hostLVD, 3.558262222627564, 0.29044109145366687
40, B, 150, S, hostVID, 3.950314724485223, 0.20019993282408907
40, B, 50, F, hostVIP, 2.4862853749773426, 0.12796812137270708
40, B, 50, F, hostVID, 1.3138536433623242, 0.0035699261254445004
40, B, 50, F, hostLVD, 1.5046816896430355, 0.060738250940551464
40, B, 50, F, hostFDO, 2.021317193477232, 0.047498967485697714
40, B, 60, F, hostVIP, 2.8942054052808586, 0.13650431829805154
40, B, 60, F, hostVID, 2.7850692467264744, 0.15906870344879706
40, B, 60, F, hostLVD, 1.559336146489222, 0.08784461803712257
40, B, 60, F, hostFDO, 2.5755057043435476, 0.0026978087147807063
40, B, 70, F, hostVIP, 3.335756838085913, 0.12566583290442893
40, B, 70, F, hostVID, 3.102216080187063, 0.07250425748483263
40, B, 70, F, hostLVD, 2.0102749013303645, 0.11155039003145638
40, B, 70, F, hostFDO, 2.82300976810617, 5.050169846466203e-05
40, B, 80, F, hostVIP, 3.873219767943291, 0.08822951753282737
40, B, 80, F, hostVID, 3.067960857760378, 0.20901420796571726
40, B, 80, F, hostLVD, 2.0527387624772704, 0.11038753944794646
40, B, 80, F, hostFDO, 2.0207390160641427, 0.05780703685147772
40, B, 90, F, hostVIP, 4.300686475506904, 0.03199657595703243
40, B, 90, F, hostVID, 3.0826047562564907, 0.20722216686857664
40, B, 90, F, hostLVD, 2.1373028845829833, 0.12270373510410436
40, B, 90, F, hostFDO, 3.2637087670834095, 0.002881204775254626
40, B, 100, F, hostVIP, 4.377325806554293, 0.009295694419581066
40, B, 100, F, hostVID, 3.1832018274948366, 0.16768383991058655
40, B, 100, F, hostLVD, 2.540102624994893, 0.09590196004534422
40, B, 100, F, hostFDO, 3.4345020381762694, 0.0010255736160514435
40, B, 110, F, hostVID, 3.464680610266044, 0.12378597247649926
40, B, 110, F, hostLVD, 2.445739051838175, 0.16339221972857024
40, B, 110, F, hostFDO, 3.5817942428114313, 0.005415316913979897
40, B, 120, F, hostVID, 3.7149947709527935, 0.06311571780364104
40, B, 120, F, hostLVD, 2.402803880271018, 0.17007444281118445
40, B, 120, F, hostFDO, 3.7275064381581005, 1.848439851643086e-05
40, B, 130, F, hostVID, 3.7981757423852933, 0.03507574110625717
40, B, 130, F, hostLVD, 2.314043278302527, 0.14130829447153057
40, B, 130, F, hostFDO, 3.841133280082042, 0.0071359396744954395
40, B, 140, F, hostVID, 3.858718965507916, 0.04518867969450194
40, B, 140, F, hostLVD, 2.395292401757122, 0.2675613597929703
40, B, 140, F, hostFDO, 3.970430740312689, 0.0029180325304540536
40, B, 150, F, hostVID, 3.900517991238257, 0.05979467083788441
40, B, 150, F, hostLVD, 2.444714888609375, 0.2568079723227935
40, B, 150, F, hostFDO, 4.08023590919432, 1.654254929716456e-05
40, 5B, 50, S, hostVIP, 3.2118826923799704, 0.09899523404400754
40, 5B, 50, S, hostVID, 2.60145116502483, 0.25807038457714404
40, 5B, 50, S, hostLVD, 3.0794424263652025, 0.1892920481553782
40, 5B, 50, S, hostFDO, 2.4730653612742675, 0.31516040971448345
40, 5B, 60, S, hostVIP, 3.2495151991621607, 0.12204649289900871
40, 5B, 60, S, hostVID, 2.7745040366944314, 0.31197052196679853
40, 5B, 60, S, hostLVD, 3.1993028741625302, 0.20008347156888417
40, 5B, 60, S, hostFDO, 2.8262370288134466, 0.35808216843877044
40, 5B, 70, S, hostVIP, 3.596697417272927, 0.06860993740550178
40, 5B, 70, S, hostVID, 3.0518463276158823, 0.2505052636573164
40, 5B, 70, S, hostLVD, 3.257186122796884, 0.17184592913184657
40, 5B, 70, S, hostFDO, 3.0427293738531342, 0.25208091203671523
40, 5B, 80, S, hostVIP, 4.365064632871976, 0.013226685649393607
